Rk,Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,-9999
307,Alec Burks,33,MIA,SG,36,4,637,9,56,33,2,0,5.2,8.5,11,1,17,3,14,5,92,2,4,,burksal01
308,Maxi Kleber,33,DAL,PF,34,4,637,0,0,0,66,35,-0.7,-0.3,12,4,41,4,9,4,109,1,7,,klebima01
309,Jay Huff,26,MEM,C,54,2,636,0,0,0,4,96,0.0,-7.3,7,13,47,1,18,2,84,4,5,,huffja01
310,Jericho Sims,26,2TM,C,53,5,632,0,0,0,7,93,3.0,-0.8,7,12,36,11,5,1,84,1,9,,simsje01
310,Jericho Sims,26,NYK,C,39,5,422,0,0,0,10,90,4.0,-0.7,4,6,25,8,5,1,55,1,7,,simsje01
310,Jericho Sims,26,MIL,C,14,0,210,0,0,0,0,100,0.8,-1.0,3,6,11,3,0,0,29,0,2,,simsje01
311,Kyle Lowry,38,PHI,PG,33,12,623,100,0,0,0,0,-4.6,0.6,15,2,31,1,11,7,226,0,7,,lowryky01
312,Daniel Theis,32,NOP,C,38,9,621,0,0,0,0,100,-6.0,3.7,14,5,40,5,15,4,143,3,7,,theisda01
313,Jett Howard,21,ORL,SF,55,0,618,0,28,47,22,2,-6.8,-6.0,17,6,31,1,8,0,101,1,6,,howarje01
314,Steven Adams,31,HOU,C,49,2,618,0,0,0,0,100,6.0,2.0,22,12,25,6,29,2,139,7,10,,adamsst01
315,Jaylin Williams,22,OKC,PF,38,6,618,0,0,1,24,76,16.2,4.2,13,5,42,6,7,15,211,3,5,,willija07
316,Gui Santos,22,GSW,PF,44,2,610,0,1,9,79,11,10.9,9.8,24,7,41,1,14,2,150,6,7,,santogu01
317,Chet Holmgren,22,OKC,C,22,22,598,0,0,0,30,70,15.7,3.6,6,27,29,5,47,2,89,10,23,,holmgch01
318,Brandon Ingram,27,NOP,SF,18,18,595,0,7,66,27,0,-11.2,-2.7,28,26,22,13,26,1,224,4,21,,ingrabr01
319,Jared McCain,20,PHI,SG,23,8,592,13,86,1,0,0,-3.1,2.4,16,16,11,3,25,1,140,3,11,,mccaija01
320,Jabari Walker,22,POR,SF,50,1,591,0,0,19,66,15,-0.5,4.2,8,11,31,4,27,5,75,8,23,,walkeja01
321,Pelle Larsson,23,MIA,SG,45,2,589,9,57,33,1,0,1.0,3.2,12,2,41,0,19,7,107,6,5,,larsspe01
322,Adem Bona,21,PHI,C,47,2,585,0,0,0,5,95,-1.4,4.6,10,8,51,15,28,2,37,8,8,,bonaad01
323,Olivier-Maxence Prosper,22,DAL,PF,52,4,584,0,0,7,56,37,-7.4,-8.5,6,3,14,2,37,2,100,6,17,,prospol01
324,Marcus Smart,30,2TM,PG,28,6,578,30,67,3,0,0,5.5,5.6,28,11,20,5,14,11,236,1,7,,smartma01
324,Marcus Smart,30,MEM,PG,19,6,400,29,67,4,0,0,10.2,5.0,23,8,12,1,10,6,170,1,7,,smartma01
324,Marcus Smart,30,WAS,PG,9,0,178,34,67,0,0,0,-5.0,6.9,5,3,8,4,4,5,66,0,0,,smartma01
325,Trendon Watford,24,BRK,PF,31,0,576,0,0,0,73,27,-3.4,3.8,16,18,31,13,35,4,188,8,27,,watfotr01
326,Joel Embiid,30,PHI,C,19,19,574,0,0,0,0,100,-5.4,-0.3,25,22,21,11,77,1,207,13,14,,embiijo01
327,Kessler Edwards,24,DAL,SF,38,16,569,0,2,18,44,36,-10.0,-11.5,8,4,35,1,5,1,104,1,7,,edwarke02
328,Cam Reddish,25,LAL,SF,32,8,567,0,18,55,26,0,-3.5,-7.0,4,6,26,2,13,1,57,4,5,,reddica01
329,Moritz Wagner,27,ORL,C,30,1,564,0,0,0,4,96,-3.0,-1.3,12,17,22,11,50,9,100,14,14,,wagnemo01
330,Svi Mykhailiuk,27,UTA,SF,28,12,564,0,19,62,19,0,-2.5,6.1,25,13,17,0,11,3,129,4,12,,mykhasv01
331,Malcolm Brogdon,32,WAS,PG,24,13,564,50,49,1,0,0,-9.8,2.1,20,17,10,1,38,1,239,6,19,,brogdma01
332,Ajay Mitchell,22,OKC,SG,34,1,561,12,49,30,9,1,9.4,-4.0,16,8,33,3,17,11,141,6,11,,mitchaj01
333,Karlo Matković,23,NOP,PF,31,5,557,0,0,0,38,62,-8.0,1.2,17,4,47,7,16,0,66,6,8,,matkoka01
334,Talen Horton-Tucker,24,CHI,SG,49,0,550,1,48,49,2,0,-0.9,2.4,13,10,24,5,27,3,157,5,12,,hortota01
335,Micah Potter,26,UTA,C,31,10,545,0,0,0,53,47,-6.0,1.9,9,6,24,4,7,4,61,2,5,,pottemi01
336,Gary Harris,30,ORL,SG,35,2,544,9,65,24,2,0,1.8,4.4,5,2,10,1,2,0,49,0,4,,harriga01
337,Orlando Robinson,24,2TM,C,34,4,540,0,0,0,3,97,-7.3,-3.4,9,14,40,7,27,1,140,2,15,,robinor01
337,Orlando Robinson,24,SAC,C,9,0,57,0,0,0,12,88,5.7,4.7,0,3,4,1,4,0,23,1,0,,robinor01
337,Orlando Robinson,24,TOR,C,25,4,483,0,0,0,2,98,-8.8,-4.3,9,11,36,6,23,1,117,1,15,,robinor01
338,Reed Sheppard,20,HOU,PG,45,1,536,70,29,0,0,0,-2.3,-7.9,18,8,33,0,6,0,133,0,12,,sheppre01
339,Jae'Sean Tate,29,HOU,SF,47,2,530,3,43,51,3,0,5.4,1.3,6,5,35,6,18,10,101,5,15,,tateja01
340,DeAndre Jordan,36,DEN,C,46,2,528,0,0,0,0,100,-2.5,-8.2,12,10,32,9,20,0,77,5,13,,jordade01
341,Monte Morris,29,PHO,PG,41,0,527,100,0,0,0,0,5.8,8.2,11,4,10,0,16,3,153,1,11,,morrimo01
342,Caleb Houstan,22,ORL,SF,45,5,522,1,16,72,11,1,-10.8,-10.5,2,2,15,1,5,1,45,1,5,,houstca01
343,Quinten Post,24,GSW,PF,31,13,507,0,0,0,1,99,2.4,-0.6,12,5,41,6,10,1,116,3,11,,postqu01
344,Ryan Rollins,22,MIL,PG,43,8,502,87,13,0,0,0,7.2,6.4,24,8,33,2,12,5,126,5,13,,rolliry01
345,Tosan Evbuomwan,23,BRK,SF,21,0,501,1,33,55,10,0,-1.4,6.1,15,7,19,4,27,2,81,4,14,,evbuoto01
346,Josh Okogie,26,2TM,SG,32,2,500,1,35,56,8,0,4.5,8.1,13,6,19,2,27,7,61,7,19,,okogijo01
346,Josh Okogie,26,PHO,SG,25,1,351,2,44,47,8,0,-0.3,1.0,6,5,15,1,17,7,35,4,13,,okogijo01
346,Josh Okogie,26,CHO,SG,7,1,149,0,13,80,7,0,15.6,25.0,7,1,4,1,10,0,26,3,6,,okogijo01
347,Zeke Nnaji,24,DEN,PF,48,3,498,0,0,0,69,31,0.6,-4.6,5,3,42,3,18,2,40,2,10,,nnajize01
348,Rob Dillingham,20,MIN,PG,42,1,495,93,7,0,0,0,0.6,-4.4,28,16,19,0,7,2,226,3,8,,dilliro01
349,Jeff Dowtin,27,PHI,PG,36,1,487,99,1,0,0,0,-9.5,-5.1,5,2,10,1,14,1,159,4,9,,dowtije01
350,Richaun Holmes,31,WAS,PF,27,7,486,0,0,0,1,99,-2.6,10.5,4,7,26,7,30,3,98,8,10,,holmeri01
351,Grant Williams,26,CHO,PF,16,7,479,0,0,8,84,8,0.9,10.8,7,12,24,7,13,7,98,1,6,,willigr01
352,KJ Simpson,22,CHO,PG,23,4,470,100,0,0,0,0,-12.9,-5.4,17,9,21,1,16,9,150,5,14,,simpskj01
353,Pat Connaughton,32,MIL,SG,32,0,464,1,32,56,11,0,-2.1,-4.5,15,4,21,0,7,3,125,0,6,,connapa01
354,Larry Nance Jr.,32,ATL,PF,24,3,463,0,0,0,32,68,-8.9,-7.9,12,0,14,2,5,7,95,1,6,,nancela02
355,Keaton Wallace,25,ATL,PG,28,4,454,83,17,0,0,0,-1.9,0.3,20,6,23,0,5,2,159,1,2,,wallake01
356,John Konchar,28,MEM,SG,37,4,450,5,63,30,2,0,5.4,-0.6,6,6,18,1,5,0,79,2,5,,konchjo01
357,Landry Shamet,27,NYK,SG,35,0,442,0,54,45,1,0,6.8,2.6,9,3,19,1,5,3,41,1,10,,shamela01
358,Bol Bol,25,PHO,PF,32,10,426,0,0,0,67,33,-4.1,-3.4,8,7,15,0,11,0,48,2,0,,bolbo01
359,Delon Wright,32,2TM,PG,30,2,424,83,16,1,0,0,2.3,0.3,7,6,11,2,9,4,127,0,6,,wrighde01
359,Delon Wright,32,MIL,PG,26,2,405,86,15,0,0,0,1.2,-0.6,6,6,11,2,7,4,123,0,6,,wrighde01
359,Delon Wright,32,NYK,PG,4,0,19,24,53,24,0,0,24.0,19.5,1,0,0,0,2,0,4,0,0,,wrighde01
360,Dwight Powell,33,DAL,C,44,3,413,0,0,0,1,100,-3.1,-3.0,5,3,37,5,14,3,98,3,4,,poweldw01
361,Mo Bamba,26,2TM,C,32,2,413,0,0,0,0,100,-8.0,-10.2,6,4,34,6,15,0,44,3,6,,bambamo01
361,Mo Bamba,26,LAC,C,28,2,352,0,0,0,0,100,-6.7,-10.8,6,3,29,6,14,0,39,3,6,,bambamo01
361,Mo Bamba,26,NOP,C,4,0,61,0,0,0,0,100,-15.2,-6.3,0,1,5,0,1,0,5,0,0,,bambamo01
362,Jordan Miller,25,LAC,SF,34,0,411,0,2,63,34,1,-5.9,-10.1,13,7,13,4,13,0,81,2,11,,millejo02
363,Sandro Mamukelashvili,25,SAS,PF,46,0,410,0,0,1,57,41,3.4,7.1,7,5,21,1,17,1,63,3,4,,mamuksa01
364,GG Jackson II,20,MEM,PF,25,2,406,0,0,24,63,13,-7.9,-15.6,7,11,13,1,17,2,65,4,12,,jacksgg01
365,Ousmane Dieng,21,OKC,C,37,1,405,0,0,1,28,71,6.0,-7.7,10,4,22,0,9,0,77,2,6,,diengou01
366,Jaylen Clark,23,MIN,SG,28,4,399,3,57,38,2,0,2.3,-2.3,3,0,29,1,11,4,44,0,6,,clarkja02
367,Jalen Pickett,25,DEN,SG,36,0,398,55,44,1,0,0,6.1,1.8,10,3,9,3,2,0,145,2,2,,pickeja02
368,Jarred Vanderbilt,25,LAL,PF,23,2,389,0,0,7,62,31,2.8,0.7,7,3,16,1,9,2,73,1,5,,vandeja01
369,Blake Wesley,21,SAS,SG,43,0,386,21,64,14,2,0,6.5,10.5,22,8,12,0,16,5,196,1,9,,weslebl01
370,Trevelin Queen,27,ORL,SG,28,2,386,2,42,51,5,0,-12.9,-12.4,12,7,20,1,8,1,80,1,11,,queentr01
371,Reggie Jackson,34,PHI,PG,31,1,384,44,40,17,0,0,-1.0,4.7,12,1,10,2,3,1,111,1,3,,jacksre01
372,Jock Landale,29,HOU,C,36,1,383,0,0,0,1,99,-3.6,-9.0,4,6,22,6,18,2,69,5,16,,landajo01
373,Wendell Moore Jr.,23,2TM,SG,30,1,377,1,33,48,18,0,-8.8,-7.1,9,7,13,1,13,0,88,4,10,,moorewe01
373,Wendell Moore Jr.,23,DET,SG,20,1,219,1,53,37,9,0,4.6,2.3,4,4,6,1,8,0,58,2,5,,moorewe01
373,Wendell Moore Jr.,23,CHO,SG,10,0,158,0,5,64,31,0,-27.3,-20.0,5,3,7,0,5,0,30,2,5,,moorewe01
374,David Roddy,23,2TM,PF,30,3,375,0,0,6,83,11,-7.6,-6.0,11,8,14,1,9,2,79,2,9,,roddyda01
374,David Roddy,23,ATL,PF,27,3,346,0,0,3,85,12,-9.3,-8.0,11,7,14,1,9,2,73,2,7,,roddyda01
374,David Roddy,23,PHI,PF,3,0,29,0,0,38,55,7,12.5,17.8,0,1,0,0,0,0,6,0,2,,roddyda01
375,Craig Porter Jr.,24,CLE,PG,43,0,371,77,23,0,0,0,-0.4,-12.6,16,7,13,0,6,0,133,3,10,,portecr01
376,Jaylon Tyson,22,CLE,SG,42,2,371,0,22,44,34,0,0.6,-11.5,6,9,19,0,10,1,92,2,8,,tysonja01
377,Dillon Jones,23,OKC,SF,41,0,363,0,5,34,39,22,2.7,-11.3,6,5,23,1,8,1,101,2,7,,jonesdi01
378,Charles Bassey,24,SAS,C,34,1,363,0,0,0,2,98,-14.7,-13.5,6,9,32,5,14,0,39,5,7,,bassech01
379,Cory Joseph,33,ORL,PG,38,4,360,77,23,0,0,0,-2.8,-1.0,7,4,16,1,5,8,103,1,4,,josepco01
380,Robert Williams,27,POR,C,20,3,351,0,0,0,10,90,-3.6,0.3,8,4,23,5,9,0,52,3,6,,williro04
381,Paul Reed,25,DET,C,38,0,350,0,0,0,3,97,8.5,6.8,8,6,29,2,14,2,84,2,6,,reedpa01
382,Brandon Williams,25,DAL,PG,26,2,350,100,0,0,0,0,-5.2,-5.4,17,6,16,0,16,3,121,4,12,,willibr03
383,Jordan Walsh,20,BOS,PF,43,1,347,0,36,47,17,0,7.4,-1.0,5,3,13,0,6,2,43,2,3,,walshjo01
384,Dante Exum,29,DAL,PG,18,12,344,91,9,0,0,0,-7.9,-8.4,13,2,24,3,14,4,121,3,14,,exumda01
385,Mouhamed Gueye,22,ATL,PF,21,17,343,0,0,0,83,18,1.2,3.7,3,4,20,0,10,0,39,1,5,,gueyemo02
386,Alex Len,31,2TM,C,43,6,343,0,0,0,0,100,-15.9,-18.4,4,3,24,4,7,0,92,1,6,,lenal01
386,Alex Len,31,SAC,C,36,3,258,0,0,0,0,100,-16.4,-18.8,3,2,17,4,7,0,78,1,4,,lenal01
386,Alex Len,31,LAL,C,7,3,85,0,0,0,0,100,-14.6,-17.2,1,1,7,0,0,0,14,0,2,,lenal01
387,Antonio Reeves,24,NOP,SG,32,0,340,12,48,36,4,0,-9.5,-0.5,9,5,12,0,7,0,59,3,11,,reevean01
388,Trey Jemison,25,2TM,C,31,0,337,0,0,0,3,97,0.2,3.7,4,4,32,8,12,0,34,1,9,,jemistr01
388,Trey Jemison,25,NOP,C,16,0,166,0,0,0,0,100,-7.5,1.6,2,3,11,5,9,0,22,1,6,,jemistr01
388,Trey Jemison,25,LAL,C,15,0,171,0,0,0,6,94,7.7,5.7,2,1,21,3,3,0,12,0,3,,jemistr01
389,Hunter Tyson,24,DEN,PF,44,1,336,0,0,24,74,2,-12.2,-18.5,4,6,25,1,10,1,40,1,9,,tysonhu01
390,Reece Beekman,23,2TM,PG,30,0,333,100,0,0,0,0,-9.2,-3.1,11,5,10,0,6,6,95,1,5,,beekmre01
390,Reece Beekman,23,GSW,PG,2,0,4,100,0,0,0,0,21.4,18.6,0,0,1,0,0,0,2,0,0,,beekmre01
390,Reece Beekman,23,BRK,PG,28,0,329,100,0,0,0,0,-9.5,-3.3,11,5,9,0,6,6,93,1,5,,beekmre01
391,Terrence Shannon Jr.,24,MIN,SG,28,1,323,0,6,59,35,1,1.3,-3.4,4,5,15,2,12,1,70,3,17,,shannte01
392,Jeff Green,38,HOU,PF,26,2,319,0,1,20,58,21,-1.9,-6.9,4,1,18,1,9,2,31,2,2,,greenje02
393,Tre Mann,23,CHO,PG,13,0,319,100,0,0,0,0,-8.4,-0.2,10,9,13,4,9,1,102,3,13,,manntr01
394,Duop Reath,28,POR,C,37,0,318,0,0,0,1,99,-6.3,-2.6,3,7,17,2,4,0,43,0,3,,reathdu01
395,Vince Williams Jr.,24,MEM,SG,17,2,313,24,58,16,1,0,-0.3,-6.8,16,7,19,1,7,3,79,2,5,,willivi01
396,Malaki Branham,21,SAS,SG,38,0,311,35,57,8,0,0,-6.7,-4.3,12,15,9,0,9,0,64,0,8,,branhma01
397,Jamal Cain,25,NOP,SF,27,0,308,1,26,62,12,0,-10.4,-1.5,7,2,13,2,11,1,39,2,0,,cainja01
398,Rayan Rupert,20,POR,SG,41,0,307,2,60,38,1,0,-13.4,-10.5,11,7,15,0,10,2,43,2,11,,ruperra01
399,Taj Gibson,39,CHO,C,27,11,306,0,0,0,0,100,-12.2,-4.2,7,5,23,5,6,1,41,1,10,,gibsota01
400,Christian Koloko,24,LAL,C,33,0,304,0,0,0,0,100,-1.3,-3.9,2,5,30,0,4,1,39,0,8,,kolokch01
401,Quenton Jackson,26,IND,PG,22,7,301,82,18,0,0,0,-2.9,-4.5,7,2,19,3,10,14,92,3,10,,jacksqu01
402,Patty Mills,36,2TM,PG,25,0,298,98,2,0,0,0,-2.8,3.9,14,3,9,0,2,8,62,0,2,,millspa02
402,Patty Mills,36,UTA,PG,17,0,260,100,0,0,0,0,-0.9,7.2,14,2,7,0,1,7,51,0,2,,millspa02
402,Patty Mills,36,LAC,PG,8,0,38,82,18,0,0,0,-15.4,-18.6,0,1,2,0,1,1,11,0,0,,millspa02
403,Jordan Goodwin,26,LAL,PG,14,3,295,61,39,0,0,0,0.6,-1.8,5,3,21,1,1,2,43,1,5,,goodwjo01
404,Damion Baugh,24,CHO,SG,11,2,287,10,70,20,1,0,-25.3,-18.6,19,1,8,0,6,1,103,1,6,,baughda01
405,Doug McDermott,33,SAC,SF,36,3,286,0,3,55,41,1,2.7,1.8,3,1,14,2,2,0,9,0,3,,mcderdo01
406,Bismack Biyombo,32,SAS,C,16,15,283,0,0,0,0,100,-12.4,-10.5,5,4,16,5,9,2,48,1,6,,biyombi01
407,Johnny Furphy,20,IND,SG,41,0,273,3,65,32,0,0,-3.1,-4.7,3,4,13,1,3,2,24,1,7,,furphjo01
408,Dru Smith,27,MIA,SG,14,1,268,53,47,0,0,0,6.9,9.4,8,7,17,1,2,5,58,0,2,,smithdr01
409,Elfrid Payton,30,2TM,PG,13,5,267,76,24,0,0,0,-11.4,-2.8,22,4,9,1,1,1,158,0,6,,paytoel01
409,Elfrid Payton,30,NOP,PG,7,3,144,61,39,0,0,0,-4.9,4.3,16,3,4,1,1,1,109,0,4,,paytoel01
409,Elfrid Payton,30,CHO,PG,6,2,123,94,6,0,0,0,-19.0,-11.1,6,1,5,0,0,0,49,0,2,,paytoel01
410,A.J. Lawson,24,TOR,SG,14,2,266,14,56,30,0,0,-4.0,1.2,6,2,6,0,14,0,34,3,9,,lawsoaj01
411,Isaiah Wong,24,CHO,SG,20,0,265,23,58,19,0,0,-1.7,7.1,10,5,12,1,17,3,68,2,13,,wongis01
412,Anthony Gill,32,WAS,PF,43,0,255,0,0,2,92,6,-6.0,6.0,4,2,15,1,14,2,27,3,4,,gillan01
413,Tristan Thompson,33,CLE,C,35,0,252,0,0,0,0,100,-11.0,-23.6,2,4,9,3,10,0,56,2,6,,thomptr01
414,Isaac Jones,24,SAC,PF,30,0,252,0,0,1,60,39,-12.7,-14.9,4,6,16,1,18,1,25,6,11,,jonesis01
415,Josh Minott,22,MIN,SF,39,0,246,0,6,60,34,0,-6.4,-11.6,6,2,14,1,4,0,37,1,6,,minotjo01
416,Kevin Love,36,MIA,PF,22,9,246,0,0,0,48,52,-2.7,-1.2,12,1,15,0,8,4,49,1,6,,loveke01
417,Colin Castleton,24,2TM,C,17,3,243,0,0,4,54,42,-1.3,1.9,6,4,19,2,11,0,35,2,9,,castlco01
417,Colin Castleton,24,MEM,C,10,0,46,0,0,21,45,33,8.4,2.6,0,0,5,1,4,0,0,1,2,,castlco01
417,Colin Castleton,24,TOR,C,7,3,197,0,0,0,56,44,-3.5,1.7,6,4,14,1,7,0,35,1,7,,castlco01
418,Johnny Davis,22,WAS,SG,34,0,242,6,67,27,0,0,-5.0,7.0,3,2,10,0,6,2,27,0,3,,davisjo06
419,Kai Jones,24,2TM,C,29,0,242,0,0,0,9,91,-4.5,-7.4,6,3,16,1,9,0,24,2,1,,joneska01
419,Kai Jones,24,LAC,C,28,0,208,0,0,0,10,90,-3.2,-6.6,5,3,15,1,7,0,24,2,1,,joneska01
419,Kai Jones,24,DAL,C,1,0,34,0,0,0,0,100,-12.4,-12.1,1,0,1,0,2,0,0,0,0,,joneska01
420,Tristan Vukcevic,21,WAS,C,22,0,235,0,0,0,3,97,-5.4,6.6,9,7,19,2,16,5,49,5,2,,vukcetr01
421,Devin Carter,22,SAC,PG,24,0,231,91,9,0,0,0,-2.4,-3.7,9,1,12,1,14,6,72,0,4,,cartede02
422,Bones Hyland,24,2TM,PG,21,0,229,97,3,0,0,0,-9.5,-13.3,16,7,17,1,10,0,69,1,5,,hylanbo01
422,Bones Hyland,24,LAC,PG,20,0,222,100,0,0,0,0,-8.8,-12.6,16,7,16,1,10,0,66,1,5,,hylanbo01
422,Bones Hyland,24,MIN,PG,1,0,7,0,100,0,0,0,-29.1,-33.5,0,0,1,0,0,0,3,0,0,,hylanbo01
423,Jevon Carter,29,CHI,PG,30,0,228,92,8,0,0,0,-0.1,3.0,4,5,5,0,5,0,71,2,4,,carteje01
424,Kobe Brown,25,LAC,PF,32,0,227,0,0,1,56,43,-12.0,-16.0,4,2,12,1,4,1,44,3,2,,brownko01
425,Jaden Springer,22,2TM,SG,33,0,224,18,62,20,0,0,1.3,-1.1,4,4,7,2,13,1,51,1,3,,sprinja01
425,Jaden Springer,22,BOS,SG,26,0,141,24,52,24,0,0,6.9,-1.4,1,1,6,2,9,0,22,1,3,,sprinja01
425,Jaden Springer,22,UTA,PG,7,0,83,10,78,12,0,0,-8.2,-0.7,3,3,1,0,4,1,29,0,0,,sprinja01
426,Dominick Barlow,21,ATL,SF,23,3,223,0,0,6,83,11,-7.8,-6.1,1,1,16,1,7,2,22,3,6,,barlodo01
427,Ariel Hukporti,22,NYK,C,25,1,217,0,0,0,8,92,-13.4,-19.3,12,5,24,4,6,0,27,1,2,,hukpoar01
428,Jordan McLaughlin,28,2TM,PG,36,0,217,100,0,0,0,0,9.0,8.5,7,5,8,0,5,5,85,1,4,,mclaujo01
428,Jordan McLaughlin,28,SAC,PG,28,0,190,100,0,0,0,0,0.4,-0.7,6,5,8,0,4,5,61,0,4,,mclaujo01
428,Jordan McLaughlin,28,SAS,PG,8,0,27,100,0,0,0,0,69.6,73.0,1,0,0,0,1,0,24,1,0,,mclaujo01
429,Pat Spencer,28,GSW,PG,32,0,215,77,23,0,0,0,-1.9,-5.0,11,3,9,1,8,2,89,1,10,,spencpa01
430,Marvin Bagley III,25,2TM,PF,24,1,212,0,0,0,14,86,-3.5,4.4,6,4,10,0,14,1,17,3,3,,baglema01
430,Marvin Bagley III,25,WAS,C,19,1,166,0,0,0,16,84,-7.4,4.4,6,4,9,0,12,1,17,3,3,,baglema01
430,Marvin Bagley III,25,MEM,PF,5,0,46,0,0,0,7,93,10.5,4.7,0,0,1,0,2,0,0,0,0,,baglema01
431,Xavier Tillman Sr.,26,BOS,C,29,1,207,0,0,1,71,28,-1.2,-10.1,2,7,12,1,1,0,20,0,4,,tillmxa01
432,Dario Šarić,30,DEN,C,15,4,203,0,0,0,4,96,-10.0,-15.4,9,3,10,1,5,1,54,0,8,,saricda01
433,Luka Garza,26,MIN,C,33,0,202,0,0,0,28,73,0.3,-4.3,2,2,18,4,15,4,25,3,8,,garzalu01
434,Torrey Craig,34,2TM,SF,18,2,199,0,13,24,61,3,-7.5,-9.7,1,1,14,0,5,1,20,0,2,,craigto01
434,Torrey Craig,34,CHI,SF,9,1,113,0,0,14,83,3,-8.1,-5.4,0,0,9,0,2,1,11,0,2,,craigto01
434,Torrey Craig,34,BOS,SF,9,1,86,0,29,37,32,2,-6.7,-15.3,1,1,5,0,3,0,9,0,0,,craigto01
435,Lonnie Walker IV,26,PHI,SG,10,1,192,23,69,9,0,0,-19.1,-14.9,8,1,6,0,5,0,49,1,4,,walkelo01
436,Cam Spencer,24,MEM,SG,16,0,187,50,45,6,0,0,1.4,-4.7,3,0,5,1,5,1,57,2,1,,spencca01
437,Garrett Temple,38,TOR,SG,23,0,174,26,52,22,0,0,-3.2,2.0,3,5,14,0,4,2,62,0,3,,templga01
438,Jaylen Nowell,25,NOP,SG,8,0,168,95,6,0,0,0,-12.9,-4.1,6,1,7,0,6,1,41,1,3,,nowelja01
439,Killian Hayes,23,BRK,PG,6,5,162,94,6,0,0,0,-5.1,1.5,7,1,8,0,4,3,75,0,1,,hayeski01
440,Collin Gillespie,25,PHO,PG,20,1,160,91,9,0,0,0,9.7,11.3,2,2,11,1,5,1,67,1,5,,gilleco01
441,Baylor Scheierman,24,BOS,SG,19,0,159,2,48,48,1,0,0.2,-8.5,1,1,5,0,2,3,35,0,1,,scheiba01
442,Jared Rhoden,25,2TM,SG,10,2,159,3,39,54,4,0,9.3,15.3,6,1,6,0,8,0,19,0,6,,rhodeja01
442,Jared Rhoden,25,CHO,SG,4,0,12,0,0,100,0,0,32.0,40.4,0,1,0,0,0,0,5,0,0,,rhodeja01
442,Jared Rhoden,25,TOR,SG,6,2,147,4,42,50,4,0,7.5,13.2,6,0,6,0,8,0,14,0,6,,rhodeja01
443,Colby Jones,22,2TM,SG,26,0,157,3,51,46,0,0,-1.4,-0.2,5,1,7,0,0,1,25,0,3,,jonesco02
443,Colby Jones,22,SAC,SG,24,0,130,4,48,48,0,0,4.5,3.6,4,1,6,0,0,1,19,0,3,,jonesco02
443,Colby Jones,22,WAS,SG,2,0,27,0,63,37,0,0,-29.7,-18.3,1,0,1,0,0,0,6,0,0,,jonesco02
444,Tyler Kolek,23,NYK,PG,31,0,155,100,0,0,0,0,-4.6,-9.7,7,2,8,0,2,0,57,0,2,,kolekty01
445,Josh Richardson,31,MIA,SG,8,0,150,42,47,11,0,0,-10.5,-9.3,4,1,7,3,2,1,30,0,3,,richajo01
446,AJ Johnson,20,2TM,SG,14,1,150,40,51,9,0,0,2.7,10.6,6,4,5,1,5,0,70,2,3,,johnsaj01
446,AJ Johnson,20,MIL,SG,7,0,44,41,54,6,0,0,10.8,9.2,2,2,0,0,1,0,21,0,3,,johnsaj01
446,AJ Johnson,20,WAS,SG,7,1,106,40,50,11,0,0,-0.7,11.2,4,2,5,1,4,0,49,2,0,,johnsaj01
447,Drew Peterson,25,BOS,PF,18,1,149,0,0,40,57,3,20.2,12.5,3,2,7,0,3,1,31,0,2,,peterdr01
448,Bruno Fernando,26,TOR,C,17,2,147,0,0,0,0,100,-7.1,-2.1,6,1,12,3,4,0,40,0,7,,fernabr01
449,MarJon Beauchamp,24,3TM,SF,30,0,144,0,5,46,49,0,1.6,-0.3,7,4,7,1,8,1,23,0,5,,beaucma01
449,MarJon Beauchamp,24,MIL,SF,26,0,122,0,6,44,51,0,3.6,1.9,5,4,6,1,6,1,17,0,5,,beaucma01
449,MarJon Beauchamp,24,LAC,SF,3,0,17,0,0,74,26,0,2.3,-0.7,1,0,1,0,2,0,6,0,0,,beaucma01
449,MarJon Beauchamp,24,NYK,SF,1,0,5,0,0,0,100,0,-50.0,-54.7,1,0,0,0,0,0,0,0,0,,beaucma01
450,Enrique Freeman,24,IND,PF,20,1,139,0,3,52,44,0,-18.8,-20.9,4,0,12,1,4,1,20,1,3,,freemen01
451,Elijah Harkless,24,UTA,SG,10,0,138,3,46,51,0,0,9.9,18.2,1,0,8,1,3,4,22,0,0,,harklej01
452,Mitchell Robinson,26,NYK,C,8,1,129,0,0,0,15,86,15.7,11.6,3,1,8,1,2,0,11,1,0,,robinmi01
453,Kobe Bufkin,21,ATL,SG,10,0,124,83,17,0,0,0,-9.5,-7.7,4,2,5,0,9,1,37,2,6,,bufkiko01
454,Branden Carlson,25,OKC,C,20,0,121,0,0,0,0,100,8.3,-4.6,1,2,10,0,2,0,18,0,2,,carlsbr01
455,De'Anthony Melton,26,GSW,SG,6,2,121,52,38,10,0,0,14.4,12.0,2,3,6,1,1,1,38,0,1,,meltode01
456,Moses Brown,25,2TM,C,13,2,119,0,0,0,0,100,-3.2,-3.5,5,0,16,1,7,0,5,3,3,,brownmo01
456,Moses Brown,25,IND,C,9,0,46,0,0,0,0,100,-7.4,-8.8,3,0,5,1,3,0,0,1,0,,brownmo01
