Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
418,Johnny Davis,22,WAS,SG,34,0,242,10.1,.473,.372,.192,4.3,12.1,8.2,6.6,2.9,2.2,7.6,15.8,-0.1,0.2,0.1,.013,-3.5,0.7,-2.8,0.0,,davisjo06
419,Kai Jones,24,2TM,C,29,0,242,15.8,.773,.043,.348,7.9,16.9,12.5,5.7,1.2,5.7,17.2,11.5,0.5,0.4,0.8,.166,-1.2,1.9,0.8,0.2,,joneska01
419,Kai Jones,24,LAC,C,28,0,208,14.5,.739,.056,.333,8.2,16.6,12.4,6.6,1.4,6.2,19.5,10.7,0.3,0.3,0.7,.156,-2.0,2.5,0.5,0.1,,joneska01
419,Kai Jones,24,DAL,C,1,0,34,24.0,.893,.000,.400,6.5,18.8,12.7,0.0,0.0,2.5,7.8,16.1,0.1,0.0,0.2,.225,4.2,-1.6,2.6,0.0,,joneska01
420,Tristan Vukcevic,21,WAS,C,22,0,235,17.7,.591,.500,.264,6.6,23.6,15.1,14.2,1.4,3.8,13.4,25.2,0.2,0.2,0.4,.077,0.4,-0.2,0.2,0.1,,vukcetr01
421,Devin Carter,22,SAC,PG,24,0,231,13.2,.496,.494,.456,5.8,19.9,12.8,16.5,2.1,1.3,10.4,19.6,0.1,0.3,0.4,.074,-1.8,-0.1,-1.9,0.0,,cartede02
422,Bones Hyland,24,2TM,PG,21,0,229,16.2,.568,.692,.222,2.5,9.3,5.9,19.5,3.9,1.7,15.7,28.9,0.0,0.4,0.4,.088,1.0,1.7,2.7,0.3,,hylanbo01
422,Bones Hyland,24,LAC,PG,20,0,222,16.4,.569,.696,.226,2.6,9.6,6.1,19.4,4.0,1.8,16.0,29.4,0.0,0.4,0.4,.088,1.3,1.8,3.1,0.3,,hylanbo01
422,Bones Hyland,24,MIN,PG,1,0,7,7.1,.500,.500,.000,0.0,0.0,0.0,20.5,0.0,0.0,0.0,12.4,0.0,0.0,0.0,.078,-7.7,-1.6,-9.3,0.0,,hylanbo01
423,Jevon Carter,29,CHI,PG,30,0,228,13.5,.547,.722,.103,0.9,11.8,6.4,19.0,1.8,0.8,8.2,20.2,0.2,0.2,0.3,.072,-0.1,-1.1,-1.2,0.0,,carteje01
424,Kobe Brown,25,LAC,PF,32,0,227,12.1,.521,.333,.079,9.0,18.7,13.9,12.2,1.3,1.3,10.9,14.0,0.2,0.3,0.5,.104,-2.0,0.3,-1.7,0.0,,brownko01
425,Jaden Springer,22,2TM,SG,33,0,224,11.9,.540,.528,.585,3.4,12.1,7.8,13.1,3.7,1.3,13.0,14.7,0.2,0.3,0.5,.104,-4.0,3.0,-1.1,0.0,,sprinja01
425,Jaden Springer,22,BOS,SG,26,0,141,12.1,.520,.559,.618,3.1,15.4,9.3,9.2,4.2,0.7,8.5,14.7,0.1,0.3,0.4,.130,-4.4,3.9,-0.4,0.1,,sprinja01
425,Jaden Springer,22,UTA,PG,7,0,83,11.5,.577,.474,.526,3.9,6.4,5.2,19.9,2.9,2.3,20.4,14.8,0.1,0.1,0.1,.061,-3.5,1.3,-2.2,0.0,,sprinja01
426,Dominick Barlow,21,ATL,SF,23,3,223,13.8,.546,.240,.227,6.2,15.6,10.7,5.6,1.5,5.3,3.5,15.7,0.2,0.2,0.5,.100,-2.1,-0.2,-2.3,0.0,,barlodo01
427,Ariel Hukporti,22,NYK,C,25,1,217,7.6,.654,.000,.419,7.5,19.2,13.4,6.3,0.2,6.4,36.4,11.5,-0.2,0.2,0.1,.020,-6.4,0.8,-5.6,-0.2,,hukpoar01
428,Jordan McLaughlin,28,2TM,PG,36,0,217,12.1,.591,.600,.380,2.0,9.8,5.9,20.4,2.7,0.0,17.1,13.9,0.3,0.2,0.4,.096,-1.9,0.3,-1.6,0.0,,mclaujo01
428,Jordan McLaughlin,28,SAC,PG,28,0,190,9.3,.519,.591,.364,2.3,10.0,6.2,15.7,2.8,0.0,17.7,14.0,0.0,0.2,0.2,.046,-3.9,0.3,-3.6,-0.1,,mclaujo01
428,Jordan McLaughlin,28,SAS,PG,8,0,27,31.9,1.093,.667,.500,0.0,7.9,4.0,54.0,1.8,0.0,12.0,13.1,0.2,0.0,0.3,.449,11.8,0.3,12.2,0.1,,mclaujo01
429,Pat Spencer,28,GSW,PG,32,0,215,12.1,.434,.191,.169,7.3,14.8,10.9,25.7,2.7,1.3,13.6,21.6,-0.1,0.3,0.2,.039,-3.5,1.3,-2.2,0.0,,spencpa01
430,Marvin Bagley III,25,2TM,PF,24,1,212,17.5,.565,.173,.333,14.7,17.2,16.0,5.6,1.6,3.0,10.6,20.4,0.2,0.2,0.4,.091,0.3,-1.9,-1.6,0.0,,baglema01
430,Marvin Bagley III,25,WAS,C,19,1,166,19.9,.573,.141,.324,16.9,18.3,17.6,7.1,2.0,2.7,11.9,23.2,0.2,0.1,0.3,.092,1.0,-2.0,-1.0,0.0,,baglema01
430,Marvin Bagley III,25,MEM,PF,5,0,46,9.0,.510,.400,.400,7.0,13.6,10.4,0.0,0.0,3.9,0.0,10.2,0.0,0.0,0.1,.087,-2.2,-1.5,-3.7,0.0,,baglema01
431,Xavier Tillman Sr.,26,BOS,C,29,1,207,2.7,.320,.587,.043,4.7,15.3,10.0,4.2,2.2,2.2,20.4,12.5,-0.5,0.3,-0.2,-0.050,-7.9,0.1,-7.7,-0.3,,tillmxa01
432,Dario Šarić,30,DEN,C,15,4,203,7.4,.430,.464,.179,7.9,18.1,13.2,12.7,1.7,0.4,18.8,15.5,-0.2,0.2,0.0,-0.002,-4.4,-0.5,-4.9,-0.1,,saricda01
433,Luka Garza,26,MIN,C,33,0,202,17.2,.537,.357,.316,17.1,10.8,13.9,8.0,1.5,1.4,9.0,26.3,0.3,0.2,0.5,.116,-1.6,-2.4,-3.9,-0.1,,garzalu01
434,Torrey Craig,34,2TM,SF,18,2,199,15.8,.634,.754,.145,9.7,12.7,11.2,5.7,0.7,2.7,2.7,16.1,0.5,0.2,0.7,.164,1.7,-0.9,0.7,0.1,,craigto01
434,Torrey Craig,34,CHI,SF,9,1,113,17.2,.663,.778,.089,7.5,15.6,11.6,6.4,0.8,0.8,0.0,17.3,0.3,0.1,0.4,.170,3.3,-1.2,2.1,0.1,,craigto01
434,Torrey Craig,34,BOS,SF,9,1,86,14.0,.582,.708,.250,12.7,8.9,10.8,4.7,0.6,5.3,7.0,14.6,0.2,0.1,0.3,.156,-0.5,-0.5,-1.0,0.0,,craigto01
435,Lonnie Walker IV,26,PHI,SG,10,1,192,10.2,.481,.613,.150,2.3,18.0,9.8,14.7,1.0,1.6,11.4,22.0,-0.2,0.1,-0.1,-0.017,-2.0,-3.0,-5.0,-0.1,,walkelo01
436,Cam Spencer,24,MEM,SG,16,0,187,13.8,.611,.630,.278,5.2,8.9,7.1,15.7,1.5,0.5,7.6,14.0,0.5,0.2,0.6,.165,0.4,0.3,0.7,0.1,,spencca01
437,Garrett Temple,38,TOR,SG,23,0,174,6.4,.352,.488,.244,3.1,11.4,7.2,17.9,3.9,1.1,16.5,13.1,-0.2,0.2,0.0,.002,-7.1,2.5,-4.6,-0.1,,templga01
438,Jaylen Nowell,25,NOP,SG,8,0,168,7.6,.430,.370,.151,3.7,9.3,6.4,15.5,0.3,2.3,9.3,21.5,-0.2,0.0,-0.2,-0.067,-3.2,-2.6,-5.8,-0.2,,nowelja01
439,Killian Hayes,23,BRK,PG,6,5,162,12.8,.559,.488,.279,3.4,9.6,6.4,28.5,1.2,2.5,15.7,15.5,0.2,0.1,0.3,.096,-0.4,-0.2,-0.7,0.1,,hayeski01
440,Collin Gillespie,25,PHO,PG,20,1,160,16.8,.579,.509,.208,8.0,12.0,10.1,25.6,1.2,1.7,8.0,17.4,0.5,0.1,0.5,.158,2.2,0.2,2.5,0.2,,gilleco01
441,Baylor Scheierman,24,BOS,SG,19,0,159,12.0,.525,.711,.133,4.8,14.4,9.6,11.7,2.2,0.0,4.0,13.7,0.2,0.2,0.4,.132,-1.7,1.0,-0.7,0.1,,scheiba01
442,Jared Rhoden,25,2TM,SG,10,2,159,12.5,.523,.467,.300,7.3,13.1,10.2,7.3,2.1,1.2,9.3,19.8,0.1,0.1,0.2,.061,-2.6,-0.5,-3.1,0.0,,rhodeja01
442,Jared Rhoden,25,CHO,SG,4,0,12,5.4,.250,.250,.000,17.2,18.3,17.7,26.4,4.1,0.0,11.1,31.7,-0.1,0.0,-0.1,-0.222,-7.4,-1.3,-8.7,0.0,,rhodeja01
442,Jared Rhoden,25,TOR,SG,6,2,147,13.1,.559,.500,.346,6.5,12.7,9.6,5.8,2.0,1.3,9.1,18.8,0.1,0.1,0.3,.084,-2.2,-0.4,-2.6,0.0,,rhodeja01
443,Colby Jones,22,2TM,SG,26,0,157,7.7,.467,.400,.000,7.0,12.0,9.5,8.0,1.9,4.9,21.1,10.3,-0.1,0.2,0.1,.023,-4.4,0.7,-3.7,-0.1,,jonesco02
443,Colby Jones,22,SAC,SG,24,0,130,8.6,.500,.385,.000,6.8,12.9,9.9,6.7,2.2,5.2,21.2,10.9,-0.1,0.2,0.1,.037,-3.9,1.2,-2.7,0.0,,jonesco02
443,Colby Jones,22,WAS,SG,2,0,27,3.8,.250,.500,.000,7.7,7.7,7.7,14.1,0.0,3.3,20.0,7.7,0.0,0.0,0.0,-0.046,-6.8,-1.6,-8.4,0.0,,jonesco02
444,Tyler Kolek,23,NYK,PG,31,0,155,10.5,.522,.600,.120,1.5,9.4,5.5,19.1,2.2,0.6,14.6,17.2,0.1,0.1,0.2,.060,-3.2,-0.1,-3.2,0.0,,kolekty01
445,Josh Richardson,31,MIA,SG,8,0,150,4.4,.402,.579,.105,4.4,4.4,4.4,10.8,2.7,0.6,16.8,14.2,-0.2,0.1,-0.1,-0.027,-7.4,0.5,-6.9,-0.2,,richajo01
446,AJ Johnson,20,2TM,SG,14,1,150,9.0,.495,.426,.170,0.7,13.9,7.4,24.4,1.3,0.6,19.2,17.7,-0.1,0.1,0.0,-0.013,-5.0,-1.0,-6.0,-0.2,,johnsaj01
446,AJ Johnson,20,MIL,SG,7,0,44,10.7,.503,.263,.105,0.0,16.5,8.6,23.3,1.1,0.0,16.8,23.6,-0.1,0.0,0.0,-0.019,-3.3,-2.0,-5.3,0.0,,johnsaj01
446,AJ Johnson,20,WAS,SG,7,1,106,8.2,.490,.536,.214,1.0,12.8,6.9,24.9,1.3,0.8,20.7,15.2,-0.1,0.0,0.0,-0.010,-5.7,-0.6,-6.3,-0.1,,johnsaj01
447,Drew Peterson,25,BOS,PF,18,1,149,11.1,.639,.793,.241,3.7,18.3,11.0,11.3,1.3,1.2,15.8,11.2,0.2,0.2,0.4,.130,-1.4,1.6,0.2,0.1,,peterdr01
448,Bruno Fernando,26,TOR,C,17,2,147,15.4,.552,.000,.163,15.3,22.4,18.8,18.1,1.3,5.9,21.0,19.0,0.1,0.2,0.2,.081,-2.8,2.1,-0.7,0.0,,fernabr01
449,MarJon Beauchamp,24,3TM,SF,30,0,144,9.9,.523,.456,.281,7.0,20.3,13.9,10.0,1.0,0.6,19.0,23.9,-0.2,0.2,0.0,-0.014,-3.8,-2.1,-5.9,-0.1,,beaucma01
449,MarJon Beauchamp,24,MIL,SF,26,0,122,8.5,.497,.447,.255,6.4,21.3,14.1,9.1,1.2,0.8,19.9,23.3,-0.2,0.1,-0.1,-0.037,-4.8,-1.9,-6.7,-0.1,,beaucma01
449,MarJon Beauchamp,24,LAC,SF,3,0,17,22.3,.685,.429,.571,13.3,6.6,9.9,19.1,0.0,0.0,10.2,24.9,0.1,0.0,0.1,.219,5.9,-2.0,3.9,0.0,,beaucma01
449,MarJon Beauchamp,24,NYK,SF,1,0,5,0.6,.500,.667,.000,0.0,45.0,22.8,0.0,0.0,0.0,25.0,34.7,0.0,0.0,0.0,-0.233,-12.7,-6.1,-18.8,0.0,,beaucma01
450,Enrique Freeman,24,IND,PF,20,1,139,6.6,.538,.240,.600,4.9,10.4,7.7,7.1,0.7,1.3,13.7,11.4,0.0,0.1,0.1,.038,-5.1,-1.5,-6.7,-0.2,,freemen01
451,Elijah Harkless,24,UTA,SG,10,0,138,7.9,.425,.714,.171,7.1,9.3,8.2,7.7,3.5,0.7,7.4,12.3,0.0,0.1,0.1,.030,-5.2,1.5,-3.7,-0.1,,harklej01
452,Mitchell Robinson,26,NYK,C,8,1,129,18.8,.674,.000,.192,19.8,14.8,17.3,4.0,3.4,4.3,15.1,11.2,0.3,0.2,0.5,.199,0.6,1.5,2.1,0.1,,robinmi01
453,Kobe Bufkin,21,ATL,SG,10,0,124,10.6,.483,.404,.383,4.3,14.5,9.2,18.4,1.1,1.5,12.7,20.8,0.0,0.1,0.0,.018,-3.5,-0.6,-4.1,-0.1,,bufkiko01
454,Branden Carlson,25,OKC,C,20,0,121,16.4,.626,.791,.093,4.5,20.8,12.8,7.6,0.8,6.6,6.3,16.7,0.2,0.2,0.5,.189,1.1,1.1,2.2,0.1,,carlsbr01
455,De'Anthony Melton,26,GSW,SG,6,2,121,13.3,.539,.648,.148,5.2,12.7,8.8,21.0,2.8,1.6,14.8,23.4,0.0,0.2,0.2,.076,-1.5,0.8,-0.8,0.0,,meltode01
456,Moses Brown,25,2TM,C,13,2,119,22.5,.706,.000,.224,11.2,29.0,20.2,2.9,2.4,2.9,17.0,23.5,0.2,0.2,0.4,.145,-0.3,0.3,0.1,0.1,,brownmo01
456,Moses Brown,25,IND,C,9,0,46,16.1,.653,.000,.250,9.9,21.8,15.9,0.0,2.1,2.0,21.3,26.5,0.0,0.1,0.0,.016,-3.9,-1.6,-5.5,0.0,,brownmo01
456,Moses Brown,25,DAL,C,4,2,73,26.4,.743,.000,.207,12.0,33.6,23.0,4.7,2.7,3.5,13.6,21.5,0.2,0.1,0.3,.227,2.0,1.5,3.6,0.1,,brownmo01
457,Alex Reese,25,2TM,PF,9,0,116,14.5,.629,.714,.179,5.7,19.6,12.3,2.4,3.0,6.9,11.7,12.9,0.1,0.2,0.3,.108,-1.6,0.5,-1.2,0.0,,reeseal01
457,Alex Reese,25,OKC,PF,1,0,2,53.9,1.000,.000,.000,54.4,0.0,26.7,0.0,0.0,0.0,0.0,21.2,0.0,0.0,0.0,.589,23.2,-3.7,19.5,0.0,,reeseal01
457,Alex Reese,25,PHI,PF,8,0,114,13.8,.616,.741,.185,4.8,19.9,12.0,2.5,3.0,7.0,12.0,12.8,0.1,0.2,0.2,.100,-2.0,0.5,-1.5,0.0,,reeseal01
458,Damion Lee,32,PHO,SG,18,0,109,10.6,.488,.500,.315,2.1,11.7,7.1,12.2,1.8,0.0,11.5,28.2,-0.1,0.0,-0.1,-0.043,-3.8,-2.0,-5.8,-0.1,,leeda03
459,Maxwell Lewis,22,2TM,SF,16,0,109,11.0,.596,.419,.065,4.1,14.3,8.9,8.3,1.8,0.9,11.1,14.4,0.1,0.1,0.2,.068,-1.9,-0.1,-2.0,0.0,,lewisma05
459,Maxwell Lewis,22,LAL,SF,7,0,29,2.2,.333,.000,.000,8.0,0.0,3.9,8.8,1.7,0.0,25.0,12.1,-0.1,0.0,0.0,-0.078,-6.6,-2.9,-9.5,-0.1,,lewisma05
459,Maxwell Lewis,22,BRK,SF,9,0,80,14.2,.657,.520,.080,2.7,19.5,10.7,8.1,1.9,1.3,7.2,15.3,0.1,0.1,0.2,.121,-0.2,0.9,0.7,0.1,,lewisma05
460,Joe Ingles,37,MIN,SF,18,0,108,4.1,.375,.650,.000,2.1,9.1,5.6,26.0,0.9,0.0,28.6,11.2,-0.1,0.1,0.0,-0.004,-5.5,0.2,-5.3,-0.1,,inglejo01
461,Adam Flagler,25,OKC,SG,27,0,105,-0.5,.293,.810,.000,3.1,7.0,5.1,0.0,2.3,1.9,1.7,23.8,-0.5,0.2,-0.3,-0.146,-11.0,-3.4,-14.4,-0.3,,flaglad01
462,TyTy Washington Jr.,23,PHO,PG,13,0,103,7.4,.380,.513,.103,4.5,8.3,6.5,19.8,1.4,0.0,6.9,18.8,-0.1,0.0,-0.1,-0.040,-4.7,-2.1,-6.7,-0.1,,washity02
463,Patrick Baldwin Jr.,22,WAS,SF,22,0,101,14.5,.676,.636,.121,5.1,17.6,11.3,3.0,1.4,1.8,12.6,16.4,0.1,0.1,0.1,.071,1.3,-1.6,-0.3,0.0,,baldwpa01
464,Oscar Tshiebwe,25,UTA,C,7,0,100,21.5,.690,.000,.522,17.5,38.5,28.1,4.4,2.9,0.0,6.6,12.6,0.3,0.1,0.5,.232,0.2,-0.8,-0.6,0.0,,tshieos01
465,Pacome Dadiet,19,NYK,SG,15,0,98,6.5,.443,.643,.107,0.0,16.1,8.2,6.3,1.5,1.9,6.4,13.9,-0.1,0.1,0.0,.014,-4.8,-0.9,-5.7,-0.1,,dadiepa01
466,Lamar Stevens,27,MEM,PF,9,0,97,11.1,.528,.469,.281,3.3,27.9,15.8,6.4,1.9,2.8,14.3,17.3,0.0,0.2,0.1,.072,-3.7,0.2,-3.4,0.0,,stevela01
467,Markieff Morris,35,2TM,PF,12,0,97,3.7,.349,.553,.085,2.4,14.4,8.5,16.8,0.5,0.9,5.8,23.2,-0.3,0.1,-0.2,-0.096,-6.8,-3.2,-10.0,-0.2,,morrima02
467,Markieff Morris,35,DAL,PF,7,0,41,0.0,.273,.591,.000,0.0,20.8,10.6,13.0,1.2,2.1,8.3,25.1,-0.2,0.0,-0.2,-0.222,-10.3,-2.9,-13.2,-0.1,,morrima02
467,Markieff Morris,35,LAL,PF,5,0,56,6.5,.411,.520,.160,4.1,9.7,7.0,19.7,0.0,0.0,3.6,21.8,0.0,0.0,0.0,-0.003,-4.3,-3.3,-7.6,-0.1,,morrima02
468,Bronny James,20,LAL,SG,20,0,94,5.7,.385,.579,.289,3.7,8.1,6.0,11.4,2.6,2.0,12.3,22.8,-0.3,0.1,-0.2,-0.078,-7.3,-1.4,-8.7,-0.2,,jamesbr02
469,Jae Crowder,34,SAC,PF,7,2,92,6.7,.509,.706,.353,7.2,13.4,10.3,5.3,1.6,0.0,16.9,11.0,0.0,0.1,0.1,.037,-4.0,-0.4,-4.4,-0.1,,crowdja01
470,Oshae Brissett,26,PHI,SF,3,1,91,11.9,.644,.462,.308,7.2,6.6,6.9,5.0,1.6,3.3,21.3,18.1,0.0,0.0,0.0,.014,-1.2,-2.2,-3.4,0.0,,brissos01
471,Jalen Hood-Schifino,21,2TM,SG,5,0,88,14.2,.632,.586,.207,2.6,10.9,6.5,10.3,1.1,2.2,5.9,16.7,0.2,0.0,0.2,.118,-0.3,-1.1,-1.3,0.0,,hoodsja01
471,Jalen Hood-Schifino,21,LAL,SG,2,0,14,11.5,1.064,.000,2.000,8.3,0.0,4.0,9.2,0.0,6.7,34.7,9.0,0.0,0.0,0.0,.160,-3.8,1.5,-2.3,0.0,,hoodsja01
471,Jalen Hood-Schifino,21,PHI,SG,3,0,74,14.7,.605,.607,.143,1.5,12.9,7.0,10.5,1.3,1.3,3.3,18.2,0.1,0.0,0.2,.110,0.4,-1.6,-1.2,0.0,,hoodsja01
472,Jeenathan Williams,25,HOU,SG,14,0,86,8.2,.490,.447,.105,1.2,7.6,4.3,8.5,2.8,4.2,18.5,23.3,-0.2,0.1,0.0,-0.019,-5.8,1.1,-4.8,-0.1,,willije02
473,Trey Alexander,21,DEN,SG,20,0,85,1.7,.342,.385,.154,0.0,11.1,5.8,10.9,0.6,1.0,9.8,15.3,-0.2,0.0,-0.1,-0.078,-8.2,-2.0,-10.2,-0.2,,alexatr01
474,Tyler Smith,20,MIL,PF,18,0,85,13.4,.568,.541,.108,5.3,19.5,12.7,7.1,1.1,3.3,13.4,22.9,0.0,0.1,0.1,.042,-0.7,-0.4,-1.1,0.0,,smithty02
475,Isaiah Jackson,23,IND,C,5,1,84,18.3,.600,.000,.609,14.9,22.6,18.8,8.1,1.7,8.6,14.6,17.6,0.1,0.1,0.3,.148,-1.0,1.7,0.6,0.1,,jacksis01
476,Markelle Fultz,26,SAC,PG,11,0,81,4.5,.413,.129,.032,2.7,6.9,4.8,15.0,3.0,1.2,24.1,21.9,-0.3,0.1,-0.2,-0.131,-8.7,-1.4,-10.1,-0.2,,fultzma01
477,Marcus Garrett,26,CHO,SG,4,0,79,8.8,.487,.296,.148,1.3,6.9,4.0,25.0,1.9,2.5,17.3,18.6,-0.1,0.1,0.0,.003,-5.4,-2.3,-7.7,-0.1,,garrema01
478,Alex Ducas,24,OKC,SG,17,0,76,7.6,.523,.727,.000,7.2,13.8,10.5,3.2,1.3,0.0,12.0,14.0,0.0,0.1,0.1,.068,-3.2,-1.1,-4.3,0.0,,ducasal01
479,Taylor Hendricks,21,UTA,PF,3,3,75,7.2,.354,.667,.222,7.3,14.2,10.8,3.4,3.2,5.0,9.2,12.1,-0.1,0.1,0.0,.000,-4.6,1.4,-3.3,0.0,,hendrta01
480,Chris Duarte,27,CHI,SG,17,0,74,16.5,.610,.577,.308,7.1,21.0,14.1,16.8,0.0,0.0,3.3,17.2,0.2,0.0,0.3,.168,2.1,-1.1,1.0,0.1,,duartch01
481,Chris Livingston,21,MIL,SF,16,1,73,7.8,.395,.333,.444,10.7,22.7,17.0,3.5,3.3,0.0,18.9,15.8,-0.1,0.1,0.0,-0.009,-6.1,-0.1,-6.2,-0.1,,livinch01
482,Pete Nance,24,2TM,PF,8,0,70,5.2,.472,.800,.133,3.1,13.6,8.2,5.7,0.7,0.0,0.0,9.9,0.0,0.0,0.0,.030,-4.4,-2.0,-6.4,-0.1,,nancepe01
482,Pete Nance,24,PHI,C,7,0,68,5.3,.472,.800,.133,3.2,14.1,8.4,5.9,0.7,0.0,0.0,10.2,0.0,0.0,0.0,.030,-4.4,-2.0,-6.3,-0.1,,nancepe01
482,Pete Nance,24,MIL,PF,1,0,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.008,-5.2,-3.3,-8.5,0.0,,nancepe01
483,Matt Ryan,27,NYK,SF,19,0,68,6.2,.439,.613,.065,0.0,13.2,6.7,5.9,1.5,0.0,8.6,22.2,-0.1,0.1,-0.1,-0.057,-5.1,-2.5,-7.5,-0.1,,ryanma01
484,Armel Traoré,22,LAL,SF,9,0,67,3.5,.317,.368,.368,3.5,21.2,12.6,2.0,2.9,2.8,12.0,16.4,-0.2,0.1,-0.1,-0.088,-9.5,-0.4,-9.9,-0.1,,armeltr01
485,Vlatko Čančar,27,DEN,PF,8,0,67,6.2,.583,.417,.000,10.3,18.8,14.7,3.5,0.7,1.3,33.3,11.4,-0.1,0.0,0.0,-0.006,-5.7,-1.4,-7.1,-0.1,,cancavl01
486,Kylor Kelley,27,DAL,C,8,1,67,17.1,.767,.000,.462,13.1,20.7,17.0,4.1,0.0,2.6,6.0,10.6,0.2,0.0,0.3,.197,-0.5,-1.8,-2.3,0.0,,kelleky01
487,Stanley Umude,25,MIL,SG,20,0,65,2.5,.242,.565,.174,6.9,17.6,12.4,5.7,2.2,4.3,7.5,17.9,-0.3,0.1,-0.2,-0.118,-8.6,-1.1,-9.7,-0.1,,umudest01
488,Yuki Kawamura,23,MEM,PG,20,0,63,9.0,.487,.727,.273,0.0,11.6,5.9,27.4,0.7,0.0,14.0,18.2,0.0,0.0,0.1,.057,-3.8,-0.9,-4.7,0.0,,kawamyu01
489,Sidy Cissoko,20,2TM,SF,20,0,60,9.7,.533,.389,.333,7.1,12.5,9.8,14.2,0.8,0.0,12.7,16.8,0.0,0.0,0.0,.020,-2.5,-1.4,-3.9,0.0,,cissosi01
489,Sidy Cissoko,20,SAS,SF,17,0,54,11.2,.533,.389,.333,6.0,13.8,9.9,15.8,0.9,0.0,8.8,17.9,0.0,0.0,0.0,.041,-1.6,-1.1,-2.7,0.0,,cissosi01
489,Sidy Cissoko,20,POR,SF,3,0,6,-4.5,,,,17.8,0.0,9.1,0.0,0.0,0.0,100.0,7.0,0.0,0.0,0.0,-0.163,-10.1,-4.0,-14.1,0.0,,cissosi01
490,Spencer Jones,23,DEN,SF,15,0,59,5.8,.367,.533,.000,5.9,8.9,7.4,3.9,4.1,3.0,11.8,12.2,-0.1,0.1,0.0,-0.001,-7.4,1.7,-5.7,-0.1,,jonessp01
491,Dariq Whitehead,20,BRK,SF,10,0,59,16.1,.689,.852,.111,1.9,10.2,5.8,3.0,2.5,1.7,17.5,25.5,0.0,0.1,0.0,.018,4.6,-0.4,4.2,0.1,,whiteda01
492,Jazian Gortman,21,DAL,PG,16,0,57,6.5,.485,.478,.174,1.9,7.5,4.7,14.7,1.7,1.5,16.8,22.4,-0.1,0.0,-0.1,-0.054,-5.4,-0.9,-6.3,-0.1,,gortmja01
493,Liam Robbins,25,MIL,C,13,0,57,2.6,.363,.250,1.250,13.7,9.1,11.3,4.2,1.7,3.3,32.6,14.1,-0.1,0.1,-0.1,-0.063,-9.3,-1.3,-10.7,-0.1,,robbili01
494,Keshad Johnson,23,MIA,SF,10,0,57,11.2,.546,.333,.500,3.9,28.7,16.4,7.6,0.9,6.8,17.0,13.8,0.0,0.1,0.1,.050,-4.2,0.8,-3.4,0.0,,johnske10
495,Luke Travers,23,CLE,SG,9,0,55,3.5,.337,.364,.182,10.2,13.4,11.9,10.4,0.9,1.6,29.6,13.0,-0.1,0.1,0.0,-0.043,-6.8,-1.9,-8.7,-0.1,,travelu01
496,Kevin Knox,25,GSW,SF,7,0,51,19.3,.543,.458,.167,12.2,10.7,11.5,12.4,1.0,7.4,3.7,22.0,0.1,0.1,0.2,.161,0.8,-0.1,0.8,0.0,,knoxke01
497,JT Thor,22,2TM,PF,10,0,50,19.2,.720,.444,.444,12.9,10.5,11.7,2.8,1.9,5.4,21.8,23.3,0.1,0.1,0.1,.141,-0.4,-0.1,-0.5,0.0,,thorjt01
497,JT Thor,22,CLE,PF,9,0,42,19.1,.756,.400,.533,8.0,7.5,7.8,3.3,2.3,6.4,24.5,24.8,0.1,0.1,0.1,.135,-1.1,1.2,0.1,0.0,,thorjt01
497,JT Thor,22,WAS,PF,1,0,8,19.7,.500,.667,.000,38.9,26.1,32.5,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.0,.177,2.9,-6.7,-3.9,0.0,,thorjt01
498,PJ Hall,22,DEN,C,16,0,49,11.3,.507,.333,.267,9.4,27.8,19.0,7.6,0.0,3.6,10.7,16.2,0.0,0.0,0.1,.071,-4.7,-1.5,-6.1,-0.1,,hallpj01
499,Jacob Toppin,24,NYK,SF,16,0,49,4.5,.300,.200,.000,4.7,20.7,12.8,9.7,2.0,0.0,16.7,10.6,-0.1,0.1,0.0,-0.024,-6.3,0.2,-6.1,-0.1,,toppija01
500,Jaylen Martin,21,2TM,SF,7,0,46,10.5,.475,.300,.000,6.8,18.2,12.4,10.0,2.1,0.0,13.0,21.0,-0.1,0.0,0.0,-0.039,-2.6,-1.3,-3.9,0.0,,martija02
500,Jaylen Martin,21,BRK,SF,3,0,5,12.9,.750,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,.115,4.1,-0.8,3.3,0.0,,martija02
500,Jaylen Martin,21,WAS,SF,4,0,41,10.2,.444,.278,.000,7.6,20.4,14.0,11.2,2.3,0.0,14.3,21.4,-0.1,0.0,0.0,-0.058,-3.4,-1.4,-4.8,0.0,,martija02
501,Malachi Flynn,26,CHO,PG,4,0,44,12.4,.512,.308,.462,7.1,10.0,8.5,23.3,3.3,0.0,20.4,18.9,0.0,0.0,0.0,.047,-4.3,1.5,-2.8,0.0,,flynnma01
