Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
113,Davion Mitchell,26,2TM,PG,61,36,1602,8.9,.556,.464,.169,1.8,7.0,4.4,23.6,1.6,0.8,21.7,13.2,0.5,1.0,1.5,.044,-3.4,-0.2,-3.6,-0.6,,mitchda01
113,Davion Mitchell,26,TOR,PG,44,22,1080,7.9,.536,.480,.152,1.6,7.0,4.3,24.8,1.4,0.7,23.1,13.1,0.1,0.5,0.6,.026,-3.9,-0.5,-4.4,-0.7,,mitchda01
113,Davion Mitchell,26,MIA,PG,17,14,522,11.0,.597,.431,.207,2.3,6.9,4.6,20.9,1.9,0.9,18.6,13.3,0.4,0.4,0.9,.080,-2.3,0.4,-1.8,0.0,,mitchda01
114,Draymond Green,34,GSW,PF,55,53,1601,12.8,.540,.462,.321,3.8,19.2,11.3,26.6,2.3,3.6,22.9,15.7,0.5,2.7,3.2,.096,-1.9,2.9,0.9,1.2,,greendr01
115,Duncan Robinson,30,MIA,SF,65,33,1594,11.8,.592,.729,.081,1.1,9.3,5.3,15.7,1.1,0.3,11.3,19.2,1.1,1.1,2.1,.065,-0.9,-1.2,-2.0,0.0,,robindu01
116,Buddy Hield,32,GSW,SG,69,22,1593,12.1,.557,.694,.076,2.5,12.7,7.5,11.0,1.8,1.2,10.6,20.7,0.3,1.9,2.2,.066,-0.8,-0.3,-1.1,0.4,,hieldbu01
117,Royce O'Neale,31,PHO,SF,63,19,1592,13.2,.596,.757,.054,3.6,17.3,10.7,12.1,2.0,1.7,10.1,15.4,1.6,1.3,2.9,.086,0.5,0.2,0.7,1.1,,onealro01
118,Gradey Dick,21,TOR,SG,54,54,1587,11.0,.543,.504,.240,3.0,10.3,6.6,9.0,1.5,0.6,10.4,21.1,0.3,0.9,1.3,.038,-1.8,-1.5,-3.3,-0.5,,dickgr01
119,Derrick Jones Jr.,27,LAC,SF,64,52,1585,13.7,.610,.360,.198,5.7,10.0,7.9,4.5,2.1,1.6,9.4,16.6,1.8,2.1,3.9,.117,-1.1,0.6,-0.5,0.6,,jonesde02
120,Walker Kessler,23,UTA,C,52,52,1583,20.8,.690,.046,.385,16.7,27.4,22.1,7.8,0.9,7.6,15.2,13.5,3.7,1.8,5.5,.168,1.5,0.8,2.3,1.7,,kesslwa01
121,Terry Rozier,30,MIA,PG,59,23,1571,10.8,.504,.482,.173,2.8,12.7,7.8,15.2,1.1,0.9,10.4,20.7,-0.5,1.3,0.8,.025,-2.6,-1.2,-3.7,-0.7,,roziete01
122,Norman Powell,31,LAC,SG,48,48,1561,19.0,.626,.459,.288,1.2,10.4,5.9,10.8,1.9,0.5,9.7,27.3,2.7,1.8,4.5,.139,2.7,-0.2,2.5,1.8,,powelno01
123,Julian Champagnie,23,SAS,SF,67,26,1556,12.0,.572,.726,.130,3.7,13.7,8.7,7.9,1.6,1.7,9.5,16.9,1.0,1.0,1.9,.059,-0.5,-0.9,-1.4,0.2,,champju02
124,Jakob Poeltl,29,TOR,C,52,51,1551,19.7,.632,.006,.261,12.0,23.1,17.5,14.8,2.0,3.8,14.6,18.5,2.8,2.1,4.9,.151,0.6,1.2,1.8,1.5,,poeltja01
125,P.J. Washington,26,DAL,PF,48,47,1546,14.0,.542,.357,.282,5.5,21.7,13.7,10.2,1.8,2.8,12.7,20.1,0.3,1.8,2.1,.067,-1.1,0.4,-0.8,0.5,,washipj01
126,Bradley Beal,31,PHO,SG,48,33,1545,15.4,.606,.370,.203,2.5,9.0,5.9,17.5,1.6,1.5,11.8,22.3,1.8,0.6,2.5,.077,0.1,-1.1,-1.0,0.4,,bealbr01
127,Anthony Black,21,ORL,PG,65,9,1543,11.0,.517,.312,.363,2.7,10.8,6.5,19.7,2.2,2.1,16.5,19.1,-0.5,2.3,1.7,.054,-3.4,1.0,-2.4,-0.2,,blackan01
128,Isaiah Collier,20,UTA,PG,61,36,1532,8.7,.478,.295,.257,1.9,12.1,7.0,34.6,1.6,0.7,26.6,18.4,-1.5,0.5,-0.9,-0.028,-4.3,-1.5,-5.8,-1.5,,colliis01
129,Victor Wembanyama,21,SAS,C,46,46,1527,24.2,.594,.470,.221,5.8,29.6,17.7,18.2,1.6,10.2,13.7,30.4,1.1,2.7,3.8,.120,3.6,2.8,6.4,3.2,,wembavi01
130,Jerami Grant,30,POR,PF,47,47,1524,11.0,.523,.516,.289,1.8,9.9,5.8,9.5,1.3,2.8,9.1,19.5,0.6,1.1,1.7,.052,-1.3,-0.4,-1.7,0.1,,grantje01
131,Zaccharie Risacher,19,ATL,SF,62,60,1520,11.6,.543,.438,.194,5.3,11.5,8.3,7.1,1.4,1.9,10.4,20.4,0.2,1.0,1.2,.037,-2.1,-1.7,-3.8,-0.7,,risacza01
132,Keldon Johnson,25,SAS,SF,64,0,1519,15.4,.580,.362,.263,6.2,14.3,10.2,9.6,1.3,0.9,8.2,21.3,1.9,0.8,2.7,.085,0.1,-1.7,-1.6,0.1,,johnske04
133,Kyle Kuzma,29,2TM,PF,51,48,1517,9.7,.497,.364,.233,2.7,18.4,10.7,11.9,0.9,0.7,13.3,24.2,-2.3,1.0,-1.3,-0.040,-3.4,-1.9,-5.3,-1.3,,kuzmaky01
133,Kyle Kuzma,29,WAS,PF,32,30,887,10.6,.488,.352,.215,3.2,18.6,10.9,14.7,1.1,0.7,12.8,26.9,-1.6,0.4,-1.2,-0.064,-3.0,-2.3,-5.3,-0.7,,kuzmaky01
133,Kyle Kuzma,29,MIL,PF,19,18,630,8.6,.516,.389,.270,2.1,18.1,10.4,8.0,0.7,0.6,14.2,20.4,-0.7,0.6,-0.1,-0.007,-4.0,-1.4,-5.4,-0.5,,kuzmaky01
134,Gary Trent Jr.,26,MIL,SG,61,7,1516,11.4,.588,.643,.118,1.2,8.5,5.0,6.5,1.9,0.2,6.3,16.9,1.1,1.4,2.6,.082,-1.5,-0.3,-1.8,0.1,,trentga02
135,Aaron Wiggins,26,OKC,SG,67,21,1506,16.0,.597,.466,.108,5.4,12.5,9.0,10.2,1.7,1.2,8.2,19.6,2.4,2.3,4.7,.150,1.4,-0.2,1.3,1.3,,wiggiaa01
136,Keon Ellis,25,SAC,SG,65,14,1498,13.8,.656,.683,.183,3.6,8.4,6.0,7.7,3.0,3.3,11.5,13.2,2.2,1.7,3.9,.125,0.1,1.8,1.9,1.5,,elliske01
137,Collin Sexton,26,UTA,SG,53,51,1491,16.0,.585,.322,.289,4.1,6.9,5.5,24.8,1.1,0.3,14.5,26.7,1.9,0.1,2.0,.064,1.5,-2.4,-0.9,0.4,,sextoco01
138,Naji Marshall,27,DAL,SF,56,22,1487,15.3,.578,.336,.218,4.6,14.3,9.5,15.8,2.0,0.5,12.4,20.2,1.6,1.2,2.8,.089,-0.3,-0.3,-0.6,0.5,,marshna01
139,Ochai Agbaji,24,TOR,SG,55,39,1482,12.0,.605,.472,.102,3.4,11.4,7.3,7.9,1.5,1.8,8.4,14.2,1.5,1.1,2.6,.084,-0.6,0.1,-0.5,0.5,,agbajoc01
140,Tristan Da Silva,23,ORL,SF,65,36,1481,9.9,.530,.508,.138,4.9,12.7,8.6,10.1,1.0,1.0,10.3,14.9,0.6,1.6,2.2,.071,-2.2,-0.4,-2.6,-0.2,,dasiltr01
141,Lauri Markkanen,27,UTA,PF,47,47,1476,15.6,.571,.570,.264,5.3,14.9,10.2,7.5,1.1,1.1,7.8,23.9,2.0,0.5,2.4,.079,1.9,-2.0,-0.2,0.7,,markkla01
142,Anthony Davis,31,2TM,PF,43,43,1471,27.4,.602,.124,.421,9.7,29.0,19.6,17.6,1.8,5.9,9.3,30.2,3.8,2.8,6.6,.215,4.7,1.6,6.3,3.1,,davisan02
142,Anthony Davis,31,LAL,C,42,42,1440,27.1,.601,.124,.423,9.6,28.8,19.4,17.1,1.8,5.9,9.4,30.2,3.6,2.7,6.3,.211,4.5,1.5,6.0,2.9,,davisan02
142,Anthony Davis,31,DAL,PF,1,1,31,38.6,.630,.111,.333,14.2,41.3,27.9,41.0,0.0,8.3,4.6,29.9,0.2,0.1,0.2,.376,15.1,4.4,19.5,0.2,,davisan02
143,Andrew Nembhard,25,IND,SG,51,51,1468,12.1,.558,.317,.267,2.0,10.2,6.1,22.7,2.2,0.6,16.5,16.4,1.0,1.2,2.2,.072,-2.4,0.3,-2.1,0.0,,nembhan01
144,Mike Conley,37,MIN,PG,59,53,1467,13.5,.575,.673,.202,2.1,9.2,5.7,24.5,2.3,0.7,12.7,14.4,2.6,1.8,4.4,.143,0.0,1.4,1.4,1.2,,conlemi01
145,Georges Niang,31,2TM,PF,67,2,1464,11.3,.600,.644,.097,3.4,15.2,9.4,8.7,0.8,0.8,10.4,17.1,1.4,1.3,2.8,.090,-1.2,-1.0,-2.1,-0.1,,niangge01
145,Georges Niang,31,CLE,PF,51,1,1053,11.1,.617,.647,.083,3.6,15.5,9.8,8.3,0.8,0.6,11.7,16.5,1.1,1.1,2.2,.100,-1.2,-0.6,-1.8,0.1,,niangge01
145,Georges Niang,31,ATL,PF,16,1,411,11.6,.565,.639,.127,2.8,14.2,8.3,9.8,0.8,1.3,7.4,18.8,0.3,0.2,0.6,.065,-1.1,-2.0,-3.0,-0.1,,niangge01
146,Kris Dunn,30,LAC,PG,61,45,1460,11.1,.504,.499,.051,3.8,12.4,8.1,16.8,3.7,1.6,14.8,12.7,0.4,2.6,3.0,.098,-3.2,3.5,0.4,0.9,,dunnkr01
147,Al Horford,38,BOS,C,53,37,1459,12.2,.556,.690,.083,4.8,18.5,11.6,10.3,1.1,2.9,9.3,13.3,1.5,2.0,3.6,.118,-0.2,1.1,0.9,1.1,,horfoal01
148,Wendell Carter Jr.,25,ORL,C,56,39,1452,13.4,.539,.314,.382,9.1,24.8,16.4,12.5,1.4,1.9,12.1,15.9,1.3,2.3,3.6,.119,-2.2,0.8,-1.4,0.2,,cartewe01
149,Jabari Smith Jr.,21,HOU,PF,47,39,1451,12.1,.554,.493,.227,6.2,16.9,11.5,4.6,0.6,2.4,8.6,16.0,1.6,1.9,3.4,.114,-1.1,0.1,-1.0,0.4,,smithja05
150,Haywood Highsmith,28,MIA,SF,60,40,1443,9.8,.592,.584,.118,3.8,10.4,7.1,8.0,1.9,2.2,12.1,11.2,0.9,1.6,2.5,.082,-3.0,0.9,-2.1,0.0,,highsha01
151,De'Andre Hunter,27,2TM,SF,52,8,1435,16.1,.630,.510,.373,2.8,13.0,7.9,7.5,1.2,0.6,8.8,22.9,2.7,1.0,3.7,.124,1.4,-1.1,0.3,0.8,,huntede01
151,De'Andre Hunter,27,ATL,SF,37,4,1064,15.8,.616,.502,.358,2.7,12.4,7.4,7.9,1.4,0.4,9.4,24.2,1.6,0.6,2.2,.101,0.9,-1.4,-0.5,0.4,,huntede01
151,De'Andre Hunter,27,CLE,SF,15,4,371,16.8,.680,.541,.429,3.3,14.8,9.2,6.1,0.6,1.0,6.5,19.3,1.1,0.4,1.5,.190,2.9,-0.1,2.8,0.4,,huntede01
152,Dorian Finney-Smith,31,2TM,PF,50,34,1419,9.7,.580,.694,.114,5.6,10.4,7.9,6.6,1.6,1.1,10.9,12.5,1.0,1.1,2.1,.070,-1.7,0.0,-1.7,0.1,,finnedo01
152,Dorian Finney-Smith,31,BRK,PF,20,20,579,12.3,.613,.679,.151,5.9,12.4,9.0,8.2,1.6,2.1,9.6,14.2,0.7,0.4,1.2,.096,-0.1,0.0,0.0,0.3,,finnedo01
152,Dorian Finney-Smith,31,LAL,PF,30,14,840,7.9,.551,.707,.082,5.4,9.0,7.2,5.5,1.6,0.4,12.0,11.3,0.3,0.7,0.9,.053,-2.9,0.0,-2.9,-0.2,,finnedo01
153,LaMelo Ball,23,CHO,PG,44,44,1414,19.2,.534,.532,.233,3.2,13.9,8.4,42.6,1.8,0.9,13.0,35.9,0.9,1.1,2.0,.069,4.1,-1.0,3.1,1.8,,ballla01
154,Miles McBride,24,NYK,PG,57,6,1404,12.6,.539,.564,.127,3.5,8.0,5.8,14.8,2.0,1.1,7.1,16.6,1.7,1.2,2.9,.098,-0.2,0.3,0.1,0.7,,mcbrimi01
155,Alex Sarr,19,WAS,C,52,52,1401,13.2,.484,.418,.202,7.3,18.3,12.8,13.4,1.1,5.2,10.1,22.2,-0.7,1.1,0.4,.012,-2.0,-0.9,-2.9,-0.3,,sarral01
156,Ayo Dosunmu,25,CHI,SG,46,26,1394,12.8,.585,.421,.176,2.0,10.0,6.0,20.5,1.4,1.1,12.5,16.6,1.6,0.9,2.5,.084,-1.5,-0.4,-1.9,0.0,,dosunay01
157,A.J. Green,25,MIL,SG,61,6,1368,9.2,.613,.858,.067,1.1,9.3,5.4,8.2,1.2,0.4,8.2,12.8,1.2,1.1,2.4,.082,-2.0,-0.3,-2.3,-0.1,,greenaj01
158,Scotty Pippen Jr.,24,MEM,PG,67,17,1367,15.5,.568,.374,.286,4.3,12.4,8.4,27.2,2.9,1.7,17.5,19.1,1.8,1.9,3.7,.129,-0.4,1.9,1.5,1.2,,pippesc02
159,D'Angelo Russell,28,2TM,PG,53,31,1360,14.5,.530,.559,.229,1.5,11.0,6.2,31.4,1.9,1.6,13.3,23.9,0.9,1.2,2.1,.074,0.3,-0.4,-0.1,0.7,,russeda01
159,D'Angelo Russell,28,LAL,PG,29,10,763,13.0,.537,.540,.170,1.2,10.3,5.9,26.1,1.5,0.5,13.0,22.1,0.4,0.6,1.0,.065,-0.7,-1.0,-1.7,0.1,,russeda01
159,D'Angelo Russell,28,BRK,PG,24,21,597,16.5,.522,.580,.296,1.8,11.8,6.6,38.3,2.3,3.0,13.7,26.3,0.5,0.6,1.1,.086,1.6,0.3,1.9,0.6,,russeda01
160,Donte DiVincenzo,28,MIN,SG,51,10,1358,14.2,.581,.747,.114,2.1,13.1,7.7,20.8,2.3,0.8,13.3,19.0,1.5,1.9,3.3,.118,0.8,1.1,2.0,1.4,,divindo01
161,Julian Strawther,22,DEN,SG,61,4,1351,9.5,.563,.557,.174,1.4,9.0,5.4,7.6,1.3,1.0,10.1,17.7,0.5,0.7,1.2,.044,-3.1,-1.5,-4.6,-0.9,,strawju01
162,Ziaire Williams,23,BRK,SF,54,36,1334,12.2,.549,.563,.238,4.9,17.8,11.0,8.8,2.0,1.7,10.0,18.1,0.7,1.3,2.0,.073,-2.0,-0.2,-2.3,-0.1,,willizi02
163,Paul George,34,PHI,PF,41,41,1334,14.6,.543,.470,.170,2.0,17.5,9.4,20.9,2.8,1.5,14.7,23.6,-0.2,1.3,1.1,.040,-0.4,0.1,-0.3,0.6,,georgpa01
164,Isaiah Hartenstein,26,OKC,C,47,44,1331,18.8,.596,.037,.253,11.3,30.3,20.9,18.4,1.3,3.6,15.5,16.9,2.6,3.0,5.6,.202,0.5,2.4,2.9,1.7,,harteis01
165,Santi Aldama,24,MEM,PF,53,13,1325,17.8,.588,.474,.130,6.8,21.2,14.1,15.3,1.5,2.0,8.5,18.8,2.7,1.7,4.4,.159,3.0,0.8,3.8,1.9,,aldamsa01
166,Peyton Watson,22,DEN,SF,56,13,1320,11.5,.565,.327,.336,3.5,11.3,7.6,7.4,1.6,4.7,11.1,13.9,0.9,1.3,2.1,.077,-1.9,0.4,-1.5,0.2,,watsope01
167,Grayson Allen,29,PHO,SG,53,3,1317,14.0,.640,.739,.236,2.6,11.0,7.0,12.3,1.8,1.3,11.4,16.8,1.9,0.7,2.6,.095,1.0,-0.8,0.2,0.7,,allengr01
168,Dalton Knecht,23,LAL,SF,64,14,1316,12.6,.593,.615,.151,2.8,13.1,8.1,6.5,0.8,0.4,5.7,18.2,1.5,1.0,2.5,.090,-0.4,-1.6,-2.0,0.0,,knechda01
169,Jonas Valančiūnas,32,2TM,C,66,18,1315,20.8,.598,.059,.263,13.4,30.3,21.8,18.3,1.2,3.1,15.1,22.8,2.1,1.5,3.6,.132,0.8,-0.1,0.8,0.9,,valanjo01
169,Jonas Valančiūnas,32,WAS,C,49,12,983,20.5,.602,.064,.251,12.7,30.2,21.4,18.7,1.1,2.5,15.8,23.6,1.4,1.0,2.3,.114,0.9,-0.5,0.4,0.6,,valanjo01
169,Jonas Valančiūnas,32,SAC,C,17,6,332,21.7,.586,.041,.303,15.7,30.7,23.2,17.0,1.8,4.7,12.6,20.4,0.8,0.5,1.3,.188,0.7,1.2,1.9,0.3,,valanjo01
170,Moses Moody,22,GSW,SG,61,21,1311,13.1,.591,.595,.241,3.3,9.4,6.3,8.3,1.5,1.7,7.1,17.7,1.7,1.3,3.1,.112,-0.2,-0.2,-0.4,0.5,,moodymo01
171,Jimmy Butler,35,2TM,SF,42,42,1311,21.9,.616,.155,.630,7.9,11.3,9.6,26.1,1.8,1.0,9.0,21.2,4.7,1.3,6.0,.221,3.6,0.5,4.1,2.0,,butleji01
171,Jimmy Butler,35,MIA,PF,25,25,766,22.8,.638,.137,.612,8.0,10.8,9.4,25.0,1.8,1.3,8.2,21.1,2.9,0.7,3.6,.228,4.1,0.5,4.6,1.2,,butleji01
171,Jimmy Butler,35,GSW,SF,17,17,545,20.7,.586,.180,.655,7.8,12.1,9.9,27.6,1.9,0.7,10.1,21.4,1.8,0.6,2.4,.211,3.0,0.5,3.5,0.8,,butleji01
172,Luka Dončić,25,2TM,PG,37,37,1303,23.4,.569,.467,.366,2.8,23.4,13.3,37.1,2.7,1.1,13.4,34.1,2.0,1.9,3.9,.142,4.8,1.5,6.3,2.7,,doncilu01
172,Luka Dončić,25,DAL,PG,22,22,785,24.4,.584,.455,.313,2.2,22.7,12.6,36.7,2.7,1.0,12.4,33.0,1.6,1.0,2.6,.159,5.5,1.4,6.9,1.8,,doncilu01
172,Luka Dončić,25,LAL,PG,15,15,518,21.9,.547,.487,.447,3.6,24.4,14.3,37.7,2.8,1.3,14.9,35.8,0.4,0.9,1.3,.117,3.6,1.8,5.4,1.0,,doncilu01
173,Brandin Podziemski,21,GSW,SG,51,20,1299,13.7,.533,.481,.166,4.2,16.6,10.3,19.0,2.0,0.9,10.2,17.7,1.2,1.7,2.9,.107,-0.8,1.0,0.2,0.7,,podzibr01
174,Caris LeVert,30,2TM,SG,52,3,1294,15.3,.593,.482,.249,2.6,10.8,6.8,18.0,1.7,1.9,10.8,18.9,2.1,1.4,3.4,.128,1.0,0.3,1.3,1.1,,leverca01
174,Caris LeVert,30,CLE,SF,38,3,904,14.4,.580,.497,.279,2.7,9.9,6.4,19.9,1.8,1.9,13.2,18.1,1.3,1.1,2.4,.126,0.6,0.6,1.2,0.7,,leverca01
174,Caris LeVert,30,ATL,SG,14,0,390,17.4,.616,.456,.199,2.4,12.9,7.5,13.5,1.7,1.9,6.1,20.8,0.8,0.3,1.1,.130,2.0,-0.4,1.7,0.4,,leverca01
175,Ja Morant,25,MEM,PG,43,43,1291,19.0,.560,.310,.386,2.1,12.1,7.2,36.3,1.9,0.8,15.8,31.6,1.7,1.4,3.1,.115,2.7,-0.6,2.1,1.4,,moranja01
176,Kevin Huerter,26,2TM,SG,57,19,1288,10.4,.521,.667,.092,2.3,12.2,7.2,11.1,2.0,1.4,10.0,17.7,-0.1,1.1,1.0,.038,-2.4,-0.1,-2.5,-0.2,,huertke01
176,Kevin Huerter,26,SAC,SG,43,15,899,10.6,.524,.661,.090,2.3,12.6,7.4,11.0,1.9,1.7,10.3,17.1,0.1,0.8,0.9,.045,-2.3,-0.1,-2.4,-0.1,,huertke01
176,Kevin Huerter,26,CHI,SG,14,4,389,10.2,.514,.677,.097,2.2,11.2,6.7,11.2,2.2,0.7,9.5,19.2,-0.1,0.3,0.2,.022,-2.6,-0.2,-2.8,-0.1,,huertke01
177,Jalen Johnson,23,ATL,SF,36,36,1284,17.4,.569,.260,.232,5.1,25.9,15.2,20.8,2.0,2.6,15.1,22.4,0.8,1.6,2.4,.089,0.4,1.3,1.7,1.2,,johnsja05
178,Isaiah Joe,25,OKC,SG,61,12,1281,13.1,.593,.786,.089,2.7,10.3,6.6,9.3,1.5,0.7,5.4,17.2,2.0,1.8,3.7,.140,0.9,0.0,0.9,0.9,,joeis01
179,Jake LaRavia,23,2TM,PF,62,0,1261,12.5,.586,.417,.344,7.5,13.3,10.5,14.8,2.1,1.6,18.7,14.3,1.3,1.5,2.7,.104,-0.8,1.0,0.2,0.7,,laravja01
179,Jake LaRavia,23,MEM,PF,47,0,982,13.5,.605,.373,.398,7.3,14.6,11.0,16.6,2.1,1.8,19.6,14.3,1.2,1.2,2.5,.121,-0.1,1.5,1.4,0.8,,laravja01
179,Jake LaRavia,23,SAC,PF,15,0,279,8.9,.517,.562,.164,8.0,8.8,8.4,8.7,2.3,0.7,15.2,14.1,0.0,0.2,0.2,.042,-3.2,-0.7,-3.8,-0.1,,laravja01
180,Patrick Williams,23,CHI,PF,49,35,1257,8.6,.493,.518,.172,3.1,13.0,8.1,10.1,1.4,1.9,12.8,16.9,-0.9,1.0,0.1,.003,-3.3,-0.7,-4.0,-0.6,,willipa01
181,Obi Toppin,26,IND,PF,64,1,1248,17.4,.641,.484,.204,4.2,19.1,11.7,11.6,1.6,1.6,9.7,19.7,2.2,1.2,3.4,.131,1.5,-0.1,1.4,1.0,,toppiob01
182,Isaiah Stewart,23,DET,C,63,3,1242,14.6,.608,.163,.289,10.8,20.3,15.6,11.0,0.9,6.8,16.2,12.3,1.8,2.0,3.8,.147,-1.7,2.1,0.4,0.7,,stewais01
183,Goga Bitadze,25,ORL,C,58,41,1237,19.2,.643,.079,.390,12.2,25.7,18.6,14.6,1.6,6.9,16.1,14.3,2.4,2.5,4.9,.190,-0.3,2.8,2.5,1.4,,bitadgo01
184,Ty Jerome,27,CLE,SG,63,2,1236,20.2,.631,.412,.253,4.1,9.8,7.0,23.6,2.8,0.1,12.0,23.2,3.4,1.7,5.1,.197,2.8,0.9,3.7,1.8,,jeromty01
185,Gabe Vincent,28,LAL,PG,58,10,1232,7.2,.527,.707,.049,1.3,4.9,3.1,9.1,1.7,0.9,9.0,13.1,0.1,0.9,1.0,.040,-4.3,0.1,-4.2,-0.7,,vincega01
186,Sam Hauser,27,BOS,PF,59,15,1231,12.1,.615,.856,.016,3.4,12.8,8.1,5.9,1.3,0.7,5.1,13.9,1.8,1.4,3.2,.124,0.4,-0.2,0.2,0.7,,hausesa01
187,Jaime Jaquez Jr.,23,MIA,SF,56,14,1220,13.5,.532,.260,.333,6.3,16.7,11.6,17.6,2.2,0.9,15.5,19.8,0.2,1.5,1.7,.067,-2.0,0.5,-1.5,0.1,,jaqueja01
188,Luke Kennard,28,MEM,SG,54,10,1220,14.5,.639,.608,.137,2.9,10.1,6.5,19.3,1.5,0.4,13.3,15.2,2.5,1.0,3.5,.139,1.7,0.0,1.7,1.1,,kennalu01
189,John Collins,27,UTA,PF,40,31,1220,19.0,.628,.279,.309,8.0,20.8,14.5,10.8,1.5,3.1,14.6,24.1,1.7,1.0,2.7,.107,1.4,-0.3,1.1,1.0,,collijo01
190,Nicolas Batum,36,LAC,PF,67,8,1208,9.8,.600,.841,.087,4.1,13.8,9.0,8.4,1.8,2.6,12.2,8.8,1.1,1.7,2.8,.112,-1.6,1.8,0.3,0.7,,batumni01
191,Deandre Ayton,26,POR,C,40,40,1206,17.8,.583,.068,.128,11.0,25.9,18.3,8.6,1.2,3.0,12.2,19.5,1.3,1.5,2.8,.111,-0.3,-0.5,-0.8,0.4,,aytonde01
192,Mason Plumlee,34,PHO,C,68,20,1205,14.6,.639,.016,.598,10.5,27.9,19.6,13.3,1.2,3.3,18.4,10.7,2.2,1.3,3.5,.141,-1.6,0.9,-0.6,0.4,,plumlma01
193,Brandon Clarke,28,MEM,PF,63,18,1201,17.6,.640,.045,.230,11.4,17.2,14.3,7.4,2.0,2.7,8.9,15.3,2.8,1.7,4.5,.178,0.1,0.9,1.0,0.9,,clarkbr01
194,Paolo Banchero,22,ORL,PF,35,35,1195,19.6,.544,.304,.432,3.5,22.0,12.2,26.1,1.2,2.0,10.9,33.1,0.7,1.8,2.5,.099,3.3,0.1,3.4,1.7,,banchpa01
195,Jordan Hawkins,22,NOP,SG,51,7,1189,9.7,.500,.588,.165,2.0,10.4,6.1,7.1,1.2,1.8,8.5,20.8,-0.6,0.1,-0.5,-0.019,-2.4,-2.9,-5.3,-1.0,,hawkijo01
196,Jeremy Sochan,21,SAS,PF,47,19,1183,16.5,.607,.191,.266,10.1,18.1,14.1,14.2,1.6,1.8,14.4,18.7,1.7,0.9,2.6,.106,-0.2,-0.3,-0.5,0.4,,sochaje01
197,Clint Capela,30,ATL,C,55,41,1176,17.8,.564,.003,.249,15.6,28.1,21.7,7.5,1.3,4.1,9.8,16.7,1.7,1.5,3.2,.131,-0.6,-0.5,-1.2,0.3,,capelca01
198,Tari Eason,23,HOU,PF,46,12,1162,18.8,.571,.334,.197,9.4,17.4,13.3,7.8,3.4,3.2,9.2,19.5,1.9,2.5,4.3,.179,1.2,2.7,3.9,1.7,,easonta01
199,Kevin Porter Jr.,24,2TM,SG,62,2,1161,14.0,.510,.269,.235,3.2,17.1,10.3,25.5,2.6,1.1,16.5,25.7,-0.8,1.8,1.0,.043,-2.3,1.0,-1.3,0.2,,porteke02
199,Kevin Porter Jr.,24,LAC,SG,45,2,884,12.2,.476,.260,.187,3.7,16.5,10.2,24.8,2.4,1.2,16.0,25.8,-1.2,1.4,0.2,.009,-3.2,0.6,-2.5,-0.1,,porteke02
199,Kevin Porter Jr.,24,MIL,SG,17,0,277,19.9,.623,.301,.407,1.6,19.1,10.7,27.6,3.3,0.7,17.9,25.5,0.4,0.5,0.9,.152,0.7,2.0,2.7,0.3,,porteke02
200,Bobby Portis,29,MIL,PF,46,7,1160,17.5,.538,.296,.120,8.0,26.8,17.8,13.7,1.3,2.0,8.7,24.1,0.7,1.8,2.5,.103,0.4,-0.4,0.0,0.6,,portibo01
201,Kyle Filipowski,21,UTA,C,59,15,1158,14.7,.608,.409,.305,7.7,22.0,15.0,14.9,1.5,0.8,15.5,17.6,1.4,0.8,2.2,.091,-0.5,-0.1,-0.5,0.4,,filipky01
202,T.J. McConnell,32,IND,PG,64,0,1157,18.6,.549,.083,.125,3.3,11.3,7.3,37.3,3.0,1.3,14.7,24.0,1.2,1.2,2.4,.101,0.7,0.4,1.2,0.9,,mccontj01
203,Nikola Jović,21,MIA,PF,46,10,1156,13.8,.595,.557,.231,2.5,14.5,8.6,17.1,1.6,1.1,12.6,18.3,1.2,1.2,2.4,.098,-0.4,0.4,0.0,0.6,,jovicni01
204,Jamal Shead,22,TOR,PG,63,4,1149,9.0,.507,.444,.119,2.0,5.9,4.0,28.6,1.6,0.8,19.5,17.6,-0.2,0.6,0.3,.014,-3.3,-1.2,-4.6,-0.7,,sheadja01
205,Javonte Green,31,2TM,SG,56,18,1142,11.3,.575,.496,.289,4.7,13.6,9.0,5.7,2.4,2.5,9.5,11.3,1.0,0.7,1.7,.070,-2.2,0.3,-2.0,0.0,,greenja02
205,Javonte Green,31,NOP,SG,50,18,1092,10.9,.569,.482,.295,4.7,13.2,8.8,5.5,2.4,2.6,10.0,10.8,0.8,0.6,1.4,.064,-2.5,0.3,-2.2,-0.1,,greenja02
205,Javonte Green,31,CLE,SG,6,0,50,20.4,.640,.636,.227,6.7,23.2,15.2,11.3,1.0,0.0,4.0,21.4,0.2,0.1,0.2,.214,3.8,0.4,4.1,0.1,,greenja02
206,Sam Merrill,28,CLE,SG,59,2,1136,10.8,.585,.868,.083,2.9,8.4,5.7,8.8,1.6,0.8,7.0,14.5,1.5,1.2,2.6,.111,-0.5,0.4,-0.1,0.6,,merrisa01
