Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional
125,P.J. Washington,26,DAL,PF,48,47,1546,7.7,17.6,.439,2.3,6.3,.368,5.4,11.3,.478,.504,3.7,5.0,.742,2.4,9.9,12.3,3.5,1.8,1.6,2.9,3.6,21.5,107,113,,washipj01
126,Bradley Beal,31,PHO,SG,48,33,1545,10.2,20.1,.505,2.9,7.4,.395,7.2,12.7,.569,.578,3.3,4.1,.813,1.1,4.2,5.2,5.6,1.6,0.8,2.9,3.9,26.6,115,120,,bealbr01
127,Anthony Black,21,ORL,PG,65,9,1543,6.5,15.7,.415,1.6,4.9,.316,5.0,10.8,.460,.464,4.3,5.7,.746,1.3,4.4,5.7,6.4,2.2,1.1,3.6,4.5,18.9,102,111,,blackan01
128,Isaiah Collier,20,UTA,PG,61,36,1532,5.8,14.0,.412,1.0,4.1,.235,4.8,9.9,.486,.446,2.4,3.6,.670,0.8,5.4,6.2,11.9,1.6,0.4,5.6,4.1,14.9,97,120,,colliis01
129,Victor Wembanyama,21,SAS,C,46,46,1527,12.9,27.1,.476,4.5,12.7,.352,8.4,14.4,.586,.559,5.0,6.0,.836,2.6,13.4,16.0,5.3,1.6,5.6,4.7,3.3,35.3,109,108,,wembavi01
130,Jerami Grant,30,POR,PF,47,47,1524,6.8,18.3,.373,3.4,9.4,.365,3.4,8.9,.381,.467,4.5,5.3,.849,0.8,4.4,5.2,3.2,1.3,1.5,2.1,3.5,21.6,109,117,,grantje01
131,Zaccharie Risacher,19,ATL,SF,62,60,1520,8.5,19.2,.443,2.9,8.4,.350,5.6,10.8,.516,.520,2.7,3.7,.719,2.3,4.8,7.1,2.3,1.4,1.0,2.4,3.6,22.6,106,118,,risacza01
132,Keldon Johnson,25,SAS,SF,64,0,1519,9.6,19.8,.486,2.4,7.2,.332,7.2,12.7,.573,.546,4.0,5.2,.768,2.8,6.5,9.3,3.1,1.3,0.5,2.0,3.0,25.7,116,119,,johnske04
133,Kyle Kuzma,29,2TM,PF,51,48,1517,9.0,21.4,.421,2.3,7.8,.290,6.8,13.6,.497,.474,3.2,5.0,.635,1.2,8.4,9.6,3.6,0.9,0.3,3.6,3.0,23.5,94,117,,kuzmaky01
133,Kyle Kuzma,29,WAS,PF,32,30,887,10.2,24.3,.420,2.4,8.5,.281,7.8,15.8,.495,.469,3.2,5.2,.602,1.4,8.4,9.9,4.2,1.1,0.4,3.9,2.8,26.0,93,119,,kuzmaky01
133,Kyle Kuzma,29,MIL,PF,19,18,630,7.3,17.3,.425,2.1,6.7,.307,5.3,10.5,.500,.485,3.2,4.7,.689,0.9,8.4,9.3,2.8,0.7,0.3,3.2,3.2,19.9,95,115,,kuzmaky01
134,Gary Trent Jr.,26,MIL,SG,61,7,1516,7.2,16.6,.435,4.4,10.7,.415,2.8,5.9,.471,.569,1.7,2.0,.839,0.5,3.9,4.4,2.2,1.9,0.1,1.2,3.4,20.6,114,115,,trentga02
135,Aaron Wiggins,26,OKC,SG,67,21,1506,9.6,19.5,.490,3.5,9.1,.387,6.0,10.4,.580,.580,1.8,2.1,.833,2.4,5.7,8.1,3.5,1.7,0.6,1.8,2.7,24.4,120,110,,wiggiaa01
136,Keon Ellis,25,SAC,SG,65,14,1498,5.9,12.3,.484,3.6,8.4,.430,2.3,3.9,.600,.631,1.9,2.2,.855,1.6,3.7,5.2,2.9,3.0,1.7,1.7,4.2,17.4,125,113,,elliske01
137,Collin Sexton,26,UTA,SG,53,51,1491,11.0,23.4,.470,3.0,7.5,.397,8.0,15.8,.504,.534,5.9,6.8,.871,1.8,3.1,4.9,7.2,1.1,0.2,4.5,3.8,30.8,114,123,,sextoco01
138,Naji Marshall,27,DAL,SF,56,22,1487,9.0,18.2,.495,1.7,6.1,.277,7.3,12.1,.605,.541,3.4,4.0,.844,2.0,6.5,8.5,5.2,2.0,0.3,2.8,2.8,23.1,114,116,,marshna01
139,Ochai Agbaji,24,TOR,SG,55,39,1482,7.2,14.4,.503,2.7,6.8,.399,4.5,7.6,.597,.598,1.0,1.5,.689,1.5,5.0,6.6,2.7,1.5,0.9,1.4,3.3,18.2,119,117,,agbajoc01
140,Tristan Da Silva,23,ORL,SF,65,36,1481,6.0,14.4,.417,2.5,7.3,.335,3.6,7.1,.502,.502,1.7,2.0,.864,2.3,5.2,7.4,3.3,1.0,0.5,1.8,2.9,16.2,110,114,,dasiltr01
141,Lauri Markkanen,27,UTA,PF,47,47,1476,9.6,22.8,.423,4.5,13.0,.346,5.1,9.8,.525,.521,5.3,6.0,.876,2.3,6.7,9.0,2.3,1.1,0.6,2.1,2.6,29.0,116,121,,markkla01
142,Anthony Davis,31,2TM,PF,43,43,1471,13.7,25.9,.528,1.0,3.2,.313,12.7,22.7,.559,.548,8.6,10.9,.786,4.1,13.1,17.2,4.9,1.8,3.1,3.1,2.7,37.0,121,107,,davisan02
142,Anthony Davis,31,LAL,C,42,42,1440,13.6,25.9,.528,1.0,3.2,.298,12.7,22.7,.560,.546,8.6,10.9,.788,4.1,13.0,17.0,4.8,1.8,3.1,3.2,2.8,36.9,120,107,,davisan02
142,Anthony Davis,31,DAL,PF,1,1,31,15.6,28.1,.556,3.1,3.1,1.000,12.5,25.0,.500,.611,6.2,9.4,.667,6.2,18.7,25.0,10.9,0.0,4.7,1.6,0.0,40.6,139,108,,davisan02
143,Andrew Nembhard,25,IND,SG,51,51,1468,6.4,13.6,.469,1.3,4.3,.311,5.0,9.3,.542,.518,2.9,3.6,.793,0.9,4.4,5.2,8.4,2.2,0.3,3.0,3.9,17.0,112,116,,nembhan01
144,Mike Conley,37,MIN,PG,59,53,1467,5.2,13.2,.395,3.7,8.9,.413,1.5,4.3,.359,.534,2.4,2.7,.911,0.9,4.2,5.1,8.9,2.3,0.4,2.1,3.1,16.5,125,113,,conlemi01
145,Georges Niang,31,2TM,PF,67,2,1464,7.7,16.7,.459,4.3,10.8,.396,3.4,6.0,.574,.587,1.3,1.6,.800,1.5,6.7,8.2,3.1,0.8,0.4,2.0,5.5,20.9,116,115,,niangge01
145,Georges Niang,31,CLE,PF,51,1,1053,7.6,15.9,.477,4.1,10.3,.400,3.5,5.6,.618,.606,1.0,1.3,.793,1.5,7.1,8.6,3.1,0.8,0.3,2.2,5.9,20.3,117,114,,niangge01
145,Georges Niang,31,ATL,PF,16,1,411,7.9,18.8,.422,4.7,12.0,.387,3.3,6.8,.483,.545,1.9,2.4,.810,1.2,5.9,7.1,3.3,0.8,0.7,1.6,4.5,22.5,113,119,,niangge01
146,Kris Dunn,30,LAC,PG,61,45,1460,5.1,12.0,.425,1.8,6.0,.299,3.3,6.0,.551,.500,0.4,0.6,.611,1.6,5.5,7.1,6.2,3.7,0.8,2.1,5.4,12.3,108,108,,dunnkr01
147,Al Horford,38,BOS,C,53,37,1459,5.5,13.2,.416,3.3,9.1,.360,2.2,4.1,.542,.540,1.0,1.1,.875,2.2,8.5,10.7,3.8,1.1,1.6,1.4,2.6,15.2,119,111,,horfoal01
148,Wendell Carter Jr.,25,ORL,C,56,39,1452,6.2,13.7,.455,0.9,4.3,.216,5.3,9.4,.564,.489,3.8,5.2,.737,4.2,10.1,14.3,4.1,1.4,1.0,2.2,5.7,17.2,114,109,,cartewe01
149,Jabari Smith Jr.,21,HOU,PF,47,39,1451,6.8,15.8,.431,2.7,7.8,.349,4.1,8.0,.510,.517,2.9,3.6,.813,2.9,7.6,10.5,1.6,0.6,1.3,1.6,3.6,19.3,117,112,,smithja05
150,Haywood Highsmith,28,MIA,SF,60,40,1443,4.9,10.5,.466,2.4,6.2,.388,2.5,4.4,.575,.579,0.9,1.2,.750,1.7,4.7,6.4,2.9,1.9,1.1,1.5,4.5,13.1,115,114,,highsha01
151,De'Andre Hunter,27,2TM,SF,52,8,1435,9.6,20.5,.469,4.3,10.4,.414,5.3,10.0,.526,.574,6.5,7.6,.854,1.2,5.6,6.8,2.4,1.2,0.3,2.3,4.2,30.0,121,117,,huntede01
151,De'Andre Hunter,27,ATL,SF,37,4,1064,9.9,21.6,.461,4.3,10.8,.393,5.7,10.7,.531,.560,6.6,7.7,.858,1.2,5.2,6.4,2.5,1.4,0.2,2.6,3.9,30.8,117,118,,huntede01
151,De'Andre Hunter,27,CLE,SF,15,4,371,8.5,17.2,.496,4.5,9.3,.486,4.0,7.9,.508,.628,6.2,7.4,.842,1.4,6.7,8.2,2.2,0.6,0.5,1.4,5.2,27.8,135,114,,huntede01
152,Dorian Finney-Smith,31,2TM,PF,50,34,1419,5.2,12.0,.437,3.2,8.3,.391,2.0,3.7,.543,.573,0.9,1.4,.641,2.4,4.5,6.9,2.3,1.6,0.6,1.5,3.9,14.6,115,117,,finnedo01
152,Dorian Finney-Smith,31,BRK,PF,20,20,579,6.3,13.7,.459,4.1,9.3,.435,2.2,4.4,.510,.607,1.3,2.1,.625,2.7,5.2,7.9,2.7,1.6,1.0,1.6,4.7,18.0,121,117,,finnedo01
152,Dorian Finney-Smith,31,LAL,PF,30,14,840,4.5,10.8,.418,2.7,7.6,.354,1.8,3.2,.574,.543,0.6,0.9,.667,2.3,4.0,6.3,2.0,1.6,0.2,1.5,3.3,12.3,110,116,,finnedo01
153,LaMelo Ball,23,CHO,PG,44,44,1414,13.2,32.9,.402,5.9,17.5,.335,7.4,15.4,.477,.491,6.4,7.7,.837,1.5,6.2,7.7,11.0,1.8,0.5,5.4,5.0,38.8,108,116,,ballla01
154,Miles McBride,24,NYK,PG,57,6,1404,6.8,16.6,.411,3.5,9.4,.376,3.3,7.3,.456,.517,1.7,2.1,.817,1.5,3.5,5.0,5.6,2.0,0.6,1.3,3.1,18.9,118,116,,mcbrimi01
155,Alex Sarr,19,WAS,C,52,52,1401,8.2,20.8,.393,2.8,8.7,.323,5.4,12.1,.444,.461,2.7,4.2,.653,3.3,8.3,11.6,4.1,1.1,2.7,2.5,4.1,21.9,101,117,,sarral01
156,Ayo Dosunmu,25,CHI,SG,46,26,1394,7.4,15.0,.492,2.1,6.3,.328,5.3,8.7,.612,.561,2.1,2.6,.785,0.9,4.5,5.4,7.0,1.4,0.6,2.3,3.5,18.9,117,118,,dosunay01
157,A.J. Green,25,MIL,SG,61,6,1368,5.3,12.6,.425,4.5,10.8,.417,0.8,1.8,.471,.603,0.7,0.8,.833,0.5,4.3,4.8,3.0,1.2,0.2,1.2,4.6,15.9,118,116,,greenaj01
158,Scotty Pippen Jr.,24,MEM,PG,67,17,1367,7.6,16.2,.470,2.2,6.1,.369,5.4,10.2,.530,.539,3.3,4.6,.708,1.8,5.5,7.4,9.8,2.9,0.8,3.9,5.6,20.8,116,111,,pippesc02
159,D'Angelo Russell,28,2TM,PG,53,31,1360,8.5,21.3,.398,3.8,11.9,.318,4.7,9.4,.500,.487,4.1,4.9,.836,0.7,4.8,5.4,10.0,1.9,0.8,3.6,3.8,24.8,110,115,,russeda01
159,D'Angelo Russell,28,LAL,PG,29,10,763,8.3,20.0,.415,3.6,10.8,.333,4.7,9.2,.510,.505,2.9,3.4,.849,0.5,4.6,5.2,8.8,1.5,0.3,3.2,3.4,23.1,109,116,,russeda01
159,D'Angelo Russell,28,BRK,PG,24,21,597,8.7,23.0,.380,4.0,13.3,.302,4.7,9.6,.487,.467,5.6,6.8,.827,0.8,4.9,5.8,11.6,2.3,1.5,4.1,4.4,27.1,110,114,,russeda01
160,Donte DiVincenzo,28,MIN,SG,51,10,1358,7.4,17.8,.418,5.3,13.3,.395,2.2,4.5,.484,.565,1.6,2.0,.786,0.9,5.9,6.9,7.0,2.3,0.4,2.9,3.3,21.7,115,111,,divindo01
161,Julian Strawther,22,DEN,SG,61,4,1351,7.3,16.8,.434,3.3,9.3,.357,3.9,7.4,.531,.534,2.4,2.9,.829,0.6,4.1,4.7,2.9,1.3,0.5,2.0,5.2,20.3,109,119,,strawju01
162,Ziaire Williams,23,BRK,SF,54,36,1334,6.9,16.8,.412,3.2,9.5,.340,3.7,7.4,.505,.508,3.3,4.0,.832,2.2,7.4,9.6,2.9,2.0,0.9,2.1,5.0,20.4,110,115,,willizi02
163,Paul George,34,PHI,PF,41,41,1334,9.1,21.1,.430,3.6,9.9,.358,5.5,11.2,.493,.514,2.9,3.6,.814,0.9,7.2,8.1,6.6,2.8,0.7,3.9,3.7,24.6,104,115,,georgpa01
164,Isaiah Hartenstein,26,OKC,C,47,44,1331,8.4,14.6,.578,0.0,0.5,.000,8.4,14.0,.601,.578,2.5,3.7,.667,5.0,13.9,18.9,6.6,1.3,1.7,3.0,5.1,19.3,123,103,,harteis01
165,Santi Aldama,24,MEM,PF,53,13,1325,9.2,18.9,.487,3.4,8.9,.375,5.8,9.9,.588,.576,1.7,2.4,.700,2.9,9.4,12.4,5.2,1.5,1.0,1.9,2.0,23.5,124,112,,aldamsa01
166,Peyton Watson,22,DEN,SF,56,13,1320,5.7,12.2,.470,1.5,4.0,.364,4.3,8.2,.522,.530,2.9,4.1,.708,1.5,5.2,6.6,2.9,1.6,2.5,1.7,3.6,15.8,114,115,,watsope01
167,Grayson Allen,29,PHO,SG,53,3,1317,6.8,15.1,.450,4.8,11.1,.434,1.9,3.9,.495,.611,2.9,3.6,.811,1.1,5.1,6.2,4.3,1.8,0.7,2.1,3.0,21.3,121,119,,allengr01
168,Dalton Knecht,23,LAL,SF,64,14,1316,8.4,18.0,.464,4.0,11.1,.364,4.3,6.9,.624,.576,2.1,2.7,.753,1.2,5.9,7.1,2.2,0.8,0.2,1.2,3.2,22.8,117,117,,knechda01
169,Jonas Valančiūnas,32,2TM,C,66,18,1315,10.8,19.7,.546,0.3,1.2,.250,10.5,18.6,.564,.553,4.5,5.2,.867,6.1,13.6,19.6,5.3,1.2,1.6,3.9,5.3,26.3,117,113,,valanjo01
169,Jonas Valančiūnas,32,WAS,C,49,12,983,11.1,20.3,.547,0.3,1.3,.259,10.8,19.0,.567,.556,4.6,5.1,.896,5.8,13.7,19.5,5.2,1.1,1.3,4.2,4.7,27.2,115,115,,valanjo01
169,Jonas Valančiūnas,32,SAC,C,17,6,332,9.7,17.9,.541,0.1,0.7,.200,9.5,17.1,.556,.545,4.2,5.4,.784,6.9,13.3,20.2,5.7,1.8,2.3,2.9,7.0,23.7,124,110,,valanjo01
170,Moses Moody,22,GSW,SG,61,21,1311,7.6,17.2,.444,4.0,10.2,.388,3.7,7.0,.527,.559,3.3,4.1,.786,1.6,4.1,5.7,2.8,1.5,0.9,1.4,3.4,22.4,119,114,,moodymo01
171,Jimmy Butler,35,2TM,SF,42,42,1311,8.6,17.2,.501,0.8,2.7,.296,7.8,14.5,.539,.524,9.0,10.8,.833,3.6,5.1,8.7,8.4,1.8,0.5,2.2,1.6,27.0,133,114,,butleji01
171,Jimmy Butler,35,MIA,PF,25,25,766,9.2,17.1,.540,0.8,2.3,.361,8.4,14.8,.568,.565,8.4,10.5,.801,3.6,4.9,8.5,7.8,1.8,0.7,2.0,1.5,27.7,135,115,,butleji01
171,Jimmy Butler,35,GSW,SF,17,17,545,7.7,17.3,.448,0.7,3.1,.229,7.0,14.1,.497,.469,9.9,11.3,.874,3.6,5.3,9.0,9.3,1.9,0.4,2.5,1.7,26.1,130,114,,butleji01
172,Luka Dončić,25,2TM,PG,37,37,1303,12.6,28.6,.439,4.6,13.4,.346,7.9,15.2,.520,.520,8.1,10.5,.771,1.2,10.6,11.8,10.9,2.7,0.6,5.2,3.6,37.8,113,110,,doncilu01
172,Luka Dončić,25,DAL,PG,22,22,785,13.3,28.7,.464,4.6,13.1,.354,8.7,15.7,.555,.544,6.9,9.0,.767,1.0,10.3,11.3,10.6,2.7,0.6,4.6,3.6,38.2,116,112,,doncilu01
172,Luka Dončić,25,LAL,PG,15,15,518,11.4,28.4,.400,4.6,13.8,.336,6.7,14.6,.461,.482,9.9,12.7,.776,1.5,11.0,12.5,11.5,2.8,0.7,6.0,3.7,37.3,109,109,,doncilu01
173,Brandin Podziemski,21,GSW,SG,51,20,1299,7.4,17.1,.431,2.7,8.2,.327,4.7,8.8,.527,.510,2.1,2.8,.750,2.0,7.4,9.3,6.4,2.0,0.4,2.1,2.8,19.5,114,112,,podzibr01
174,Caris LeVert,30,2TM,SG,52,3,1294,8.2,17.2,.473,3.3,8.3,.394,4.9,8.9,.547,.568,3.1,4.3,.718,1.1,4.8,5.9,6.4,1.7,1.0,2.3,2.8,22.7,120,114,,leverca01
174,Caris LeVert,30,CLE,SF,38,3,904,7.2,15.8,.453,3.2,7.9,.405,4.0,8.0,.500,.554,3.1,4.4,.699,1.2,4.5,5.7,7.4,1.8,1.0,2.7,2.5,20.6,119,113,,leverca01
174,Caris LeVert,30,ATL,SG,14,0,390,10.4,20.4,.509,3.5,9.3,.372,6.9,11.1,.624,.594,3.1,4.1,.765,1.1,5.4,6.5,4.2,1.7,1.0,1.4,3.3,27.4,123,117,,leverca01
175,Ja Morant,25,MEM,PG,43,43,1291,11.8,26.3,.449,2.4,8.1,.291,9.4,18.1,.520,.494,8.5,10.2,.834,0.9,5.4,6.3,11.5,1.9,0.4,5.8,3.4,34.4,113,114,,moranja01
176,Kevin Huerter,26,2TM,SG,57,19,1288,7.0,17.3,.402,3.7,11.6,.319,3.3,5.8,.568,.509,1.2,1.6,.721,1.0,5.3,6.3,3.9,2.0,0.7,2.0,3.7,18.8,104,116,,huertke01
176,Kevin Huerter,26,SAC,SG,43,15,899,6.9,16.8,.413,3.4,11.1,.302,3.6,5.7,.629,.513,1.1,1.5,.714,1.0,5.5,6.5,4.0,1.9,0.9,2.0,3.8,18.3,106,116,,huertke01
176,Kevin Huerter,26,CHI,SG,14,4,389,7.1,18.6,.381,4.4,12.6,.352,2.6,6.0,.440,.500,1.3,1.8,.733,1.0,5.0,6.0,3.8,2.2,0.4,2.0,3.4,19.9,102,116,,huertke01
177,Jalen Johnson,23,ATL,SF,36,36,1284,9.8,19.7,.500,1.6,5.1,.312,8.2,14.6,.566,.541,3.4,4.6,.746,2.3,10.8,13.0,6.6,2.0,1.3,3.8,2.4,24.7,110,112,,johnsja05
178,Isaiah Joe,25,OKC,SG,61,12,1281,7.5,17.7,.426,5.5,13.9,.396,2.0,3.8,.535,.582,1.2,1.6,.786,1.2,4.7,5.9,3.4,1.5,0.3,1.1,3.8,21.9,122,111,,joeis01
179,Jake LaRavia,23,2TM,PF,62,0,1261,5.5,11.7,.471,2.0,4.9,.420,3.5,6.8,.508,.559,2.7,4.0,.676,3.2,5.9,9.2,5.6,2.1,0.8,3.1,4.6,15.7,117,113,,laravja01
179,Jake LaRavia,23,MEM,PF,47,0,982,5.6,11.4,.490,1.9,4.2,.444,3.7,7.1,.517,.573,3.2,4.5,.698,3.2,6.5,9.7,6.3,2.1,0.9,3.3,4.3,16.2,119,112,,laravja01
179,Jake LaRavia,23,SAC,PF,15,0,279,5.2,12.7,.411,2.6,7.1,.366,2.6,5.6,.469,.514,1.0,2.1,.500,3.5,3.8,7.3,3.3,2.3,0.3,2.4,5.6,14.1,106,116,,laravja01
180,Patrick Williams,23,CHI,PF,49,35,1257,5.8,15.3,.378,2.7,7.9,.346,3.0,7.4,.412,.467,1.9,2.6,.732,1.4,5.9,7.2,3.6,1.4,1.0,2.4,2.5,16.3,98,117,,willipa01
181,Obi Toppin,26,IND,PF,64,1,1248,9.7,18.2,.533,3.1,8.8,.351,6.6,9.4,.704,.618,2.9,3.7,.792,1.8,8.2,10.0,3.9,1.6,0.8,2.1,3.4,25.4,122,115,,toppiob01
182,Isaiah Stewart,23,DET,C,63,3,1242,5.8,10.4,.552,0.5,1.7,.295,5.3,8.7,.602,.576,2.3,3.0,.756,4.6,8.9,13.6,4.0,0.9,3.4,2.3,6.0,14.3,124,109,,stewais01
183,Goga Bitadze,25,ORL,C,58,41,1237,7.3,11.7,.624,0.1,0.9,.130,7.2,10.8,.667,.629,2.9,4.6,.637,5.6,10.5,16.1,4.6,1.6,3.6,2.6,5.1,17.6,126,105,,bitadgo01
184,Ty Jerome,27,CLE,SG,63,2,1236,10.4,20.7,.504,3.7,8.5,.427,6.8,12.2,.557,.592,4.5,5.2,.867,1.7,4.5,6.2,8.0,2.8,0.0,3.1,3.6,29.1,126,112,,jeromty01
185,Gabe Vincent,28,LAL,PG,58,10,1232,5.2,13.1,.399,3.2,9.3,.345,2.0,3.8,.531,.521,0.4,0.6,.688,0.6,2.2,2.8,3.3,1.7,0.5,1.3,4.8,14.1,106,117,,vincega01
186,Sam Hauser,27,BOS,PF,59,15,1231,6.6,14.9,.440,5.1,12.8,.400,1.5,2.1,.679,.611,0.2,0.2,1.000,1.6,5.9,7.5,2.1,1.3,0.4,0.8,2.9,18.5,125,114,,hausesa01
187,Jaime Jaquez Jr.,23,MIA,SF,56,14,1220,7.3,16.4,.445,1.3,4.3,.298,6.0,12.1,.497,.484,4.1,5.4,.759,2.8,7.6,10.5,5.8,2.2,0.5,3.4,3.1,20.0,106,112,,jaqueja01
188,Luke Kennard,28,MEM,SG,54,10,1220,6.9,14.4,.482,3.9,8.8,.446,3.0,5.7,.537,.617,1.7,2.0,.885,1.3,4.5,5.7,7.1,1.5,0.2,2.4,1.8,19.5,128,116,,kennalu01
189,John Collins,27,UTA,PF,40,31,1220,11.0,20.9,.527,2.3,5.8,.399,8.7,15.1,.577,.583,5.5,6.5,.848,3.5,9.4,12.9,3.1,1.5,1.6,4.1,4.6,29.8,116,116,,collijo01
190,Nicolas Batum,36,LAC,PF,67,8,1208,3.5,8.5,.413,2.9,7.1,.411,0.6,1.3,.424,.587,0.6,0.7,.833,1.8,6.1,7.9,3.2,1.8,1.3,1.2,4.0,10.5,123,111,,batumni01
191,Deandre Ayton,26,POR,C,40,40,1206,10.7,18.9,.566,0.2,1.3,.188,10.4,17.6,.594,.573,1.6,2.4,.667,5.0,11.4,16.4,2.6,1.2,1.6,2.8,3.5,23.2,115,112,,aytonde01
192,Mason Plumlee,34,PHO,C,68,20,1205,4.7,7.7,.614,0.0,0.1,.000,4.7,7.6,.624,.614,3.0,4.6,.646,4.5,12.9,17.4,5.0,1.2,1.8,2.2,5.9,12.5,131,114,,plumlma01
193,Brandon Clarke,28,MEM,PF,63,18,1201,9.1,14.6,.623,0.0,0.7,.059,9.1,14.0,.649,.624,2.4,3.4,.701,4.9,7.6,12.5,2.5,2.0,1.4,1.6,5.6,20.6,132,111,,clarkbr01
194,Paolo Banchero,22,ORL,PF,35,35,1195,12.6,28.3,.444,2.8,8.6,.325,9.8,19.7,.496,.493,8.7,12.2,.713,1.6,9.0,10.6,6.9,1.2,1.0,4.1,3.1,36.6,108,110,,banchpa01
195,Jordan Hawkins,22,NOP,SG,51,7,1189,7.6,20.4,.371,4.0,12.0,.332,3.6,8.4,.425,.468,2.8,3.4,.831,0.9,4.5,5.5,2.4,1.2,0.9,2.0,1.6,21.9,101,123,,hawkijo01
196,Jeremy Sochan,21,SAS,PF,47,19,1183,9.0,16.2,.555,1.1,3.1,.342,8.0,13.1,.606,.588,2.9,4.3,.679,4.6,8.2,12.8,4.7,1.6,1.0,3.1,4.5,22.0,118,117,,sochaje01
197,Clint Capela,30,ATL,C,55,41,1176,8.6,15.5,.559,0.0,0.0,.000,8.6,15.4,.560,.559,2.1,3.8,.536,6.9,11.7,18.6,2.5,1.3,2.1,1.9,4.2,19.3,120,112,,capelca01
198,Tari Eason,23,HOU,PF,46,12,1162,9.4,19.3,.486,2.3,6.5,.351,7.1,12.9,.554,.544,2.9,3.8,.769,4.4,7.8,12.2,2.6,3.4,1.8,2.1,4.9,24.0,120,105,,easonta01
199,Kevin Porter Jr.,24,2TM,SG,62,2,1161,9.6,21.9,.437,1.7,5.9,.293,7.8,16.0,.489,.476,3.8,5.1,.738,1.4,7.7,9.1,8.2,2.6,0.5,4.8,4.0,24.6,101,109,,porteke02
199,Kevin Porter Jr.,24,LAC,SG,45,2,884,9.6,22.6,.423,1.4,5.9,.245,8.1,16.7,.485,.455,2.7,4.2,.645,1.6,7.3,8.9,8.0,2.4,0.6,4.7,3.9,23.3,96,110,,porteke02
199,Kevin Porter Jr.,24,MIL,SG,17,0,277,9.6,19.6,.487,2.6,5.9,.441,7.0,13.7,.506,.553,7.1,8.0,.891,0.7,8.9,9.6,8.9,3.3,0.3,5.0,4.2,28.8,115,108,,porteke02
200,Bobby Portis,29,MIL,PF,46,7,1160,10.7,23.1,.463,2.5,6.8,.364,8.2,16.3,.505,.517,2.3,2.8,.821,3.4,12.4,15.9,4.2,1.3,1.0,2.3,3.6,26.2,110,110,,portibo01
201,Kyle Filipowski,21,UTA,C,59,15,1158,7.8,15.1,.514,2.4,6.2,.383,5.4,8.9,.605,.592,2.9,4.6,.640,3.4,9.9,13.3,4.8,1.5,0.4,3.1,5.4,20.8,117,118,,filipky01
202,T.J. McConnell,32,IND,PG,64,0,1157,11.2,21.6,.520,0.5,1.8,.302,10.7,19.8,.540,.533,2.0,2.7,.738,1.4,4.9,6.3,12.0,3.0,0.7,3.9,2.6,25.0,112,114,,mccontj01
203,Nikola Jović,21,MIA,PF,46,10,1156,7.4,16.3,.456,3.4,9.1,.371,4.1,7.2,.563,.560,3.1,3.8,.828,1.1,6.6,7.8,5.7,1.6,0.6,2.6,3.5,21.3,115,114,,jovicni01
