Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional,Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional,Rk,Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot.1,Off..1,PGA,And1,Blkd,Awards,-9999,Rk,Player,Tm,2024-25,2025-26,2026-27,2027-28,2028-29,2029-30,Guaranteed,-9999,Rk,Team,Conf,Div,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
251.0,Taurean Prince,30.0,MIL,SF,67.0,60.0,26.8,2.9,6.4,0.452,1.9,4.2,0.446,1.0,2.2,0.463,0.598,0.4,0.5,0.833,0.5,3.3,3.8,2.0,0.9,0.1,1.1,2.1,8.1,,princta02,77.0,Taurean Prince,30.0,MIL,SF,67.0,60.0,1797.0,9.7,0.61,0.653,0.084,2.0,12.8,7.6,9.8,1.6,0.5,13.9,12.5,1.0,1.9,2.9,0.078,-2.0,0.3,-1.8,0.1,,princta02,77.0,Taurean Prince,30.0,MIL,SF,67.0,60.0,1797.0,5.2,11.5,0.452,3.3,7.5,0.446,1.8,4.0,0.463,0.598,0.8,1.0,0.833,0.9,5.9,6.8,3.6,1.6,0.3,1.9,3.7,14.5,113.0,114.0,,princta02,77,Taurean Prince,30,MIL,SF,67,60,1797,0,13,72,14,0,-0.4,-4.8,39,19,70,4,12,17,312,4,21,,princta02,388,Taurean Prince,MIL,$2087519,,,,,,$2087519,princta02,11,MIL,E,C,39,30,0.565,2.33,114.81,112.48,2.33,1.99,114.94,112.93,2.0
154.0,Terry Rozier,30.0,MIA,PG,59.0,23.0,26.6,4.1,10.3,0.396,1.5,5.0,0.3,2.6,5.3,0.486,0.469,1.5,1.8,0.857,0.7,3.1,3.8,2.7,0.6,0.2,1.3,1.2,11.2,,roziete01,121.0,Terry Rozier,30.0,MIA,PG,59.0,23.0,1571.0,10.8,0.504,0.482,0.173,2.8,12.7,7.8,15.2,1.1,0.9,10.4,20.7,-0.5,1.3,0.8,0.025,-2.6,-1.2,-3.7,-0.7,,roziete01,121.0,Terry Rozier,30.0,MIA,PG,59.0,23.0,1571.0,7.7,19.3,0.396,2.8,9.3,0.3,4.9,10.0,0.486,0.469,2.9,3.3,0.857,1.3,5.8,7.1,5.0,1.1,0.4,2.4,2.3,21.0,103.0,116.0,,roziete01,121,Terry Rozier,30,MIA,PG,59,23,1571,100,0,0,0,0,-4.4,-5.3,43,17,31,10,47,14,385,9,34,,roziete01,67,Terry Rozier,MIA,$24924126,$26643031,,,,,$51567157,roziete01,18,MIA,E,SE,29,40,0.42,-1.7,111.97,113.79,-1.82,-1.75,112.02,113.87,-1.85
170.0,Tim Hardaway Jr.,32.0,DET,SG,65.0,65.0,28.1,3.4,8.6,0.4,2.1,5.8,0.361,1.3,2.8,0.483,0.522,1.5,1.8,0.826,0.2,2.2,2.4,1.6,0.5,0.1,0.7,1.2,10.4,,hardati02,67.0,Tim Hardaway Jr.,32.0,DET,SG,65.0,65.0,1828.0,9.2,0.557,0.677,0.206,1.0,8.5,4.8,7.5,0.9,0.3,6.6,15.0,1.4,1.4,2.8,0.073,-1.7,-0.8,-2.5,-0.2,,hardati02,67.0,Tim Hardaway Jr.,32.0,DET,SG,65.0,65.0,1828.0,5.9,14.6,0.4,3.6,9.9,0.361,2.3,4.7,0.483,0.522,2.5,3.0,0.826,0.4,3.8,4.2,2.7,0.9,0.1,1.1,2.1,17.8,115.0,117.0,,hardati02,67,Tim Hardaway Jr.,32,DET,SG,65,65,1828,0,42,56,2,0,0.7,-3.8,23,12,42,4,43,40,247,13,17,,hardati02,106,Tim Hardaway Jr.,DET,$16193183,,,,,,$16193183,hardati02,12,DET,E,C,39,31,0.557,2.31,114.35,112.05,2.3,1.66,114.12,112.46,1.66
111.0,Tobias Harris,32.0,DET,PF,65.0,65.0,32.1,5.3,11.2,0.473,1.2,3.7,0.339,4.1,7.6,0.538,0.528,2.0,2.3,0.868,0.9,5.2,6.1,2.2,0.9,0.8,1.1,1.9,13.9,,harrito02,35.0,Tobias Harris,32.0,DET,PF,65.0,65.0,2087.0,13.7,0.567,0.327,0.208,3.3,17.6,10.5,9.4,1.4,2.3,8.3,17.5,2.1,2.7,4.8,0.111,-0.7,0.5,-0.2,1.0,,harrito02,35.0,Tobias Harris,32.0,DET,PF,65.0,65.0,2087.0,7.9,16.8,0.473,1.9,5.5,0.339,6.1,11.3,0.538,0.528,3.0,3.5,0.868,1.4,7.7,9.1,3.2,1.4,1.1,1.7,2.8,20.8,116.0,112.0,,harrito02,35,Tobias Harris,32,DET,PF,65,65,2087,0,0,0,98,2,5.5,8.1,26,24,78,14,79,4,345,20,41,,harrito02,63,Tobias Harris,DET,$25365854,$26634146,,,,,$52000000,harrito02,12,DET,E,C,39,31,0.557,2.31,114.35,112.05,2.3,1.66,114.12,112.46,1.66
348.0,Torrey Craig,34.0,BOS,SF,9.0,1.0,9.6,1.1,2.7,0.417,0.7,1.9,0.353,0.4,0.8,0.571,0.542,0.6,0.7,0.833,1.1,0.8,1.9,0.3,0.1,0.6,0.2,1.1,3.4,,craigto01,434.0,Torrey Craig,34.0,2TM,SF,18.0,2.0,199.0,15.8,0.634,0.754,0.145,9.7,12.7,11.2,5.7,0.7,2.7,2.7,16.1,0.5,0.2,0.7,0.164,1.7,-0.9,0.7,0.1,,craigto01,434.0,Torrey Craig,34.0,2TM,SF,18.0,2.0,199.0,7.7,16.6,0.464,5.1,12.5,0.404,2.7,4.1,0.647,0.616,1.9,2.4,0.8,4.3,5.8,10.1,1.9,0.7,1.4,0.5,6.0,22.4,134.0,116.0,,craigto01,434,Torrey Craig,34,2TM,SF,18,2,199,0,13,24,61,3,-7.5,-9.7,1,1,14,0,5,1,20,0,2,,craigto01,314,Torrey Craig,CHI,$3625162,,,,,,$2845342,craigto01,3,BOS,E,A,50,19,0.725,8.43,120.33,111.51,8.82,7.98,120.28,111.93,8.35
316.0,Trey Lyles,29.0,SAC,PF,55.0,2.0,18.2,2.1,5.2,0.409,1.1,3.3,0.342,1.0,1.9,0.529,0.519,0.7,1.0,0.679,1.1,3.4,4.5,1.1,0.6,0.4,0.6,1.2,6.1,,lylestr01,230.0,Trey Lyles,29.0,SAC,PF,55.0,2.0,1003.0,12.1,0.539,0.643,0.196,6.4,21.1,13.7,7.7,1.6,1.9,9.1,14.6,0.8,1.0,1.8,0.085,-0.7,-0.3,-1.0,0.3,,lylestr01,230.0,Trey Lyles,29.0,SAC,PF,55.0,2.0,1003.0,5.7,13.9,0.409,3.1,8.9,0.342,2.6,4.9,0.529,0.519,1.8,2.7,0.679,2.8,9.2,12.0,2.9,1.6,1.0,1.5,3.2,16.2,114.0,114.0,,lylestr01,230,Trey Lyles,29,SAC,PF,55,2,1003,0,0,0,53,48,-2.7,-5.4,16,9,42,4,27,11,144,4,10,,lylestr01,194,Trey Lyles,SAC,$8000000,,,,,,$8000000,lylestr01,14,SAC,W,P,35,34,0.507,0.77,116.92,116.12,0.8,0.69,116.8,116.09,0.71
505.0,Tristan Thompson,33.0,CLE,C,35.0,0.0,7.2,0.7,1.5,0.426,0.0,0.1,0.0,0.7,1.5,0.451,0.426,0.1,0.6,0.227,0.7,2.1,2.7,0.6,0.0,0.2,0.3,0.9,1.5,,thomptr01,413.0,Tristan Thompson,33.0,CLE,C,35.0,0.0,252.0,8.3,0.4,0.056,0.407,10.2,30.2,20.5,10.5,0.2,2.8,14.7,12.6,-0.1,0.4,0.3,0.052,-4.9,0.3,-4.7,-0.2,,thomptr01,413.0,Tristan Thompson,33.0,CLE,C,35.0,0.0,252.0,4.4,10.3,0.426,0.0,0.6,0.0,4.4,9.7,0.451,0.426,1.0,4.2,0.227,4.4,13.7,18.1,4.2,0.2,1.5,2.1,5.7,9.7,99.0,110.0,,thomptr01,413,Tristan Thompson,33,CLE,C,35,0,252,0,0,0,0,100,-11.0,-23.6,2,4,9,3,10,0,56,2,6,,thomptr01,397,Tristan Thompson,CLE,$2087519,,,,,,$2087519,thomptr01,2,CLE,E,C,56,13,0.812,10.43,122.44,112.03,10.41,9.58,122.46,112.9,9.56
142.0,Ty Jerome,27.0,CLE,SG,63.0,2.0,19.6,4.3,8.5,0.504,1.5,3.5,0.427,2.8,5.0,0.557,0.592,1.9,2.1,0.867,0.7,1.8,2.5,3.3,1.2,0.0,1.3,1.5,11.9,,jeromty01,184.0,Ty Jerome,27.0,CLE,SG,63.0,2.0,1236.0,20.2,0.631,0.412,0.253,4.1,9.8,7.0,23.6,2.8,0.1,12.0,23.2,3.4,1.7,5.1,0.197,2.8,0.9,3.7,1.8,,jeromty01,184.0,Ty Jerome,27.0,CLE,SG,63.0,2.0,1236.0,10.4,20.7,0.504,3.7,8.5,0.427,6.8,12.2,0.557,0.592,4.5,5.2,0.867,1.7,4.5,6.2,8.0,2.8,0.0,3.1,3.6,29.1,126.0,112.0,,jeromty01,184,Ty Jerome,27,CLE,SG,63,2,1236,4,50,46,0,0,11.0,0.3,35,32,31,4,68,2,500,19,27,,jeromty01,327,Ty Jerome,CLE,$2560975,,,,,,$2560975,jeromty01,2,CLE,E,C,56,13,0.812,10.43,122.44,112.03,10.41,9.58,122.46,112.9,9.56
491.0,Vlatko Čančar,27.0,DEN,PF,8.0,0.0,8.4,0.8,1.5,0.5,0.3,0.6,0.4,0.5,0.9,0.571,0.583,0.0,0.0,,0.8,1.5,2.3,0.3,0.1,0.1,0.8,0.8,1.8,,cancavl01,485.0,Vlatko Čančar,27.0,DEN,PF,8.0,0.0,67.0,6.2,0.583,0.417,0.0,10.3,18.8,14.7,3.5,0.7,1.3,33.3,11.4,-0.1,0.0,0.0,-0.006,-5.7,-1.4,-7.1,-0.1,,cancavl01,485.0,Vlatko Čančar,27.0,DEN,PF,8.0,0.0,67.0,4.3,8.6,0.5,1.4,3.6,0.4,2.9,5.0,0.571,0.583,0.0,0.0,,4.3,8.6,12.9,1.4,0.7,0.7,4.3,4.3,10.0,93.0,117.0,,cancavl01,485,Vlatko Čančar,27,DEN,PF,8,0,67,0,0,2,50,48,-0.4,-4.9,3,1,2,1,0,1,6,0,1,,cancavl01,395,Vlatko Čančar,DEN,$2087519,,,,,,$2087519,cancavl01,7,DEN,W,NW,44,26,0.629,4.19,119.97,115.91,4.05,4.16,119.99,115.95,4.04
405.0,Wendell Moore Jr.,23.0,DET,SG,20.0,1.0,11.0,1.2,2.5,0.46,0.2,0.7,0.286,1.0,1.8,0.528,0.5,0.7,0.7,0.929,0.6,1.7,2.2,1.2,0.5,0.2,0.5,0.8,3.2,,moorewe01,373.0,Wendell Moore Jr.,23.0,2TM,SG,30.0,1.0,377.0,12.1,0.554,0.292,0.229,7.1,15.4,11.3,12.3,1.8,1.0,13.9,13.7,0.3,0.4,0.7,0.092,-1.8,0.0,-1.8,0.0,,moorewe01,373.0,Wendell Moore Jr.,23.0,2TM,SG,30.0,1.0,377.0,5.8,12.3,0.469,1.2,3.6,0.321,4.6,8.7,0.529,0.516,2.3,2.8,0.818,3.2,6.8,10.0,4.4,1.8,0.5,2.2,3.2,15.0,115.0,114.0,,moorewe01,373,Wendell Moore Jr.,23,2TM,SG,30,1,377,1,33,48,18,0,-8.8,-7.1,9,7,13,1,13,0,88,4,10,,moorewe01,330,Wendell Moore Jr.,DET,$2537040,,,,,,$2537040,moorewe01,12,DET,E,C,39,31,0.557,2.31,114.35,112.05,2.3,1.66,114.12,112.46,1.66
522.0,Xavier Tillman Sr.,26.0,BOS,C,29.0,1.0,7.1,0.4,1.6,0.261,0.2,0.9,0.185,0.2,0.7,0.368,0.315,0.0,0.1,0.5,0.3,1.0,1.3,0.2,0.3,0.2,0.4,0.6,1.0,,tillmxa01,431.0,Xavier Tillman Sr.,26.0,BOS,C,29.0,1.0,207.0,2.7,0.32,0.587,0.043,4.7,15.3,10.0,4.2,2.2,2.2,20.4,12.5,-0.5,0.3,-0.2,-0.05,-7.9,0.1,-7.7,-0.3,,tillmxa01,431.0,Xavier Tillman Sr.,26.0,BOS,C,29.0,1.0,207.0,2.9,11.1,0.261,1.2,6.5,0.185,1.7,4.6,0.368,0.315,0.2,0.5,0.5,2.2,7.0,9.2,1.7,2.2,1.2,2.9,3.9,7.2,69.0,110.0,,tillmxa01,431,Xavier Tillman Sr.,26,BOS,C,29,1,207,0,0,1,71,28,-1.2,-10.1,2,7,12,1,1,0,20,0,4,,tillmxa01,344,Xavier Tillman Sr.,BOS,$2237691,$2546675,,,,,$4784366,tillmxa01,3,BOS,E,A,50,19,0.725,8.43,120.33,111.51,8.82,7.98,120.28,111.93,8.35
