Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional,Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional,Rk,Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot.1,Off..1,PGA,And1,Blkd,Awards,-9999,Rk,Player,Tm,2024-25,2025-26,2026-27,2027-28,2028-29,2029-30,Guaranteed,-9999,Rk,Team,Conf,Div,W,L,W/L%,MOV,ORtg,DRtg,NRtg,MOV/A,ORtg/A,DRtg/A,NRtg/A
33.0,Jaren Jackson Jr.,25.0,MEM,C,62.0,62.0,29.4,8.1,16.3,0.5,1.9,5.1,0.365,6.3,11.2,0.561,0.557,4.4,5.6,0.777,1.3,4.5,5.8,2.1,1.3,1.6,2.1,3.4,22.5,,jacksja02,70.0,Jaren Jackson Jr.,25.0,MEM,C,62.0,62.0,1825.0,20.7,0.6,0.312,0.347,4.7,15.8,10.3,10.8,2.0,5.0,10.3,28.4,3.2,2.7,6.0,0.157,2.1,1.0,3.1,2.3,,jacksja02,70.0,Jaren Jackson Jr.,25.0,MEM,C,62.0,62.0,1825.0,12.8,25.6,0.5,2.9,8.0,0.365,9.9,17.6,0.561,0.557,6.9,8.9,0.777,2.0,7.1,9.1,3.3,2.0,2.6,3.4,5.4,35.4,117.0,110.0,,jacksja02,70,Jaren Jackson Jr.,25,MEM,C,62,62,1825,0,0,0,45,55,8.6,6.1,37,52,113,25,168,10,335,45,73,,jacksja02,64,Jaren Jackson Jr.,MEM,$25257798,$23413395,,,,,$48671193,jacksja02,4,MEM,W,SW,43,27,0.614,5.56,118.04,112.7,5.34,5.25,117.79,112.76,5.03
330.0,Javonte Green,31.0,CLE,SG,6.0,0.0,8.3,1.8,3.7,0.5,1.0,2.3,0.429,0.8,1.3,0.625,0.636,0.5,0.8,0.6,0.5,1.8,2.3,0.7,0.2,0.0,0.2,0.7,5.2,,greenja02,205.0,Javonte Green,31.0,2TM,SG,56.0,18.0,1142.0,11.3,0.575,0.496,0.289,4.7,13.6,9.0,5.7,2.4,2.5,9.5,11.3,1.0,0.7,1.7,0.07,-2.2,0.3,-2.0,0.0,,greenja02,205.0,Javonte Green,31.0,2TM,SG,56.0,18.0,1142.0,4.7,10.4,0.451,1.9,5.2,0.361,2.8,5.3,0.54,0.541,2.2,3.0,0.746,2.2,5.9,8.1,2.1,2.4,1.3,1.2,3.4,13.5,119.0,118.0,,greenja02,205,Javonte Green,31,2TM,SG,56,18,1142,16,49,34,1,0,-9.4,-1.9,14,8,51,4,38,4,113,12,13,,greenja02,434,Javonte Green,NOP,$1728488,,,,,,$1728488,greenja02,2,CLE,E,C,56,13,0.812,10.43,122.44,112.03,10.41,9.58,122.46,112.9,9.56
294.0,Jaxson Hayes,24.0,LAL,C,42.0,21.0,19.6,2.8,3.9,0.716,0.0,0.0,0.0,2.8,3.8,0.725,0.716,1.3,1.8,0.707,1.4,3.3,4.7,1.1,0.6,1.0,0.8,2.3,6.8,,hayesja02,271.0,Jaxson Hayes,24.0,LAL,C,42.0,21.0,823.0,16.3,0.731,0.012,0.463,8.4,18.4,13.6,8.2,1.5,4.9,14.5,12.2,1.9,1.2,3.0,0.176,-1.4,1.8,0.4,0.5,,hayesja02,271.0,Jaxson Hayes,24.0,LAL,C,42.0,21.0,823.0,6.9,9.7,0.716,0.0,0.1,0.0,6.9,9.5,0.725,0.716,3.2,4.5,0.707,3.6,8.3,11.9,2.9,1.5,2.6,2.0,5.8,17.0,137.0,111.0,,hayesja02,271,Jaxson Hayes,24,LAL,C,42,21,823,0,0,0,1,99,7.8,7.4,14,4,65,12,34,4,126,9,8,,hayesja02,337,Jaxson Hayes,LAL,$2463946,,,,,,$2463946,hayesja02,13,LAL,W,P,43,26,0.623,1.35,115.12,113.75,1.36,1.29,114.78,113.47,1.31
356.0,Jaylin Williams,22.0,OKC,PF,38.0,6.0,16.3,1.8,4.6,0.399,1.1,3.2,0.341,0.7,1.3,0.54,0.52,0.4,0.5,0.737,1.1,4.3,5.3,2.3,0.4,0.7,0.7,1.7,5.1,,willija07,315.0,Jaylin Williams,22.0,OKC,PF,38.0,6.0,618.0,14.5,0.535,0.711,0.11,7.0,27.7,17.5,17.4,1.2,4.1,12.1,14.2,0.8,1.3,2.2,0.168,0.4,2.5,2.9,0.8,,willija07,315.0,Jaylin Williams,22.0,OKC,PF,38.0,6.0,618.0,5.4,13.5,0.399,3.3,9.6,0.341,2.1,3.9,0.54,0.52,1.1,1.5,0.737,3.1,12.7,15.8,6.8,1.2,1.9,1.9,4.9,15.1,120.0,104.0,,willija07,315,Jaylin Williams,22,OKC,PF,38,6,618,0,0,1,24,76,16.2,4.2,13,5,42,6,7,15,211,3,5,,willija07,407,Jaylin Williams,OKC,$2019699,$2187451,,,,,$2019699,willija07,1,OKC,W,NW,57,12,0.826,12.74,119.87,107.2,12.67,12.71,119.77,107.13,12.64
83.0,Jonathan Kuminga,22.0,GSW,PF,36.0,10.0,25.7,5.8,12.8,0.455,1.1,3.4,0.331,4.7,9.5,0.499,0.498,3.5,5.4,0.651,1.3,3.4,4.8,2.3,0.9,0.5,1.6,2.0,16.3,,kuminjo01,246.0,Jonathan Kuminga,22.0,GSW,PF,36.0,10.0,924.0,16.0,0.536,0.262,0.422,5.4,14.7,9.9,14.2,1.6,1.9,9.3,27.5,0.4,1.1,1.6,0.082,0.0,-0.1,-0.1,0.4,,kuminjo01,246.0,Jonathan Kuminga,22.0,GSW,PF,36.0,10.0,924.0,11.0,24.2,0.455,2.1,6.3,0.331,8.9,17.9,0.499,0.498,6.7,10.2,0.651,2.5,6.5,9.0,4.3,1.6,1.0,2.9,3.7,30.8,108.0,112.0,,kuminjo01,246,Jonathan Kuminga,22,GSW,PF,36,10,924,0,0,9,57,34,0.5,-3.2,26,19,32,7,93,4,206,7,42,,kuminjo01,202,Jonathan Kuminga,GSW,$7636307,,,,,,$7636307,kuminjo01,10,GSW,W,P,41,29,0.586,2.59,114.36,111.75,2.61,2.97,114.46,111.48,2.98
467.0,Josh Minott,22.0,MIN,SF,39.0,0.0,6.3,0.9,2.0,0.449,0.2,0.9,0.257,0.7,1.1,0.605,0.506,0.3,0.3,0.846,0.3,0.8,1.1,0.4,0.4,0.3,0.3,0.7,2.3,,minotjo01,415.0,Josh Minott,22.0,MIN,SF,39.0,0.0,246.0,12.8,0.538,0.449,0.167,4.5,14.2,9.4,8.7,2.8,4.5,10.7,16.5,0.1,0.4,0.5,0.104,-2.7,2.9,0.1,0.1,,minotjo01,415.0,Josh Minott,22.0,MIN,SF,39.0,0.0,246.0,7.0,15.6,0.449,1.8,7.0,0.257,5.2,8.6,0.605,0.506,2.2,2.6,0.846,2.0,6.4,8.4,3.0,2.8,2.4,2.0,5.8,18.0,109.0,107.0,,minotjo01,415,Josh Minott,22,MIN,SF,39,0,246,0,6,60,34,0,-6.4,-11.6,6,2,14,1,4,0,37,1,6,,minotjo01,408,Josh Minott,MIN,$2019699,$2187451,,,,,$2019699,minotjo01,6,MIN,W,NW,40,31,0.563,4.0,115.77,111.64,4.13,4.52,115.92,111.27,4.65
61.0,Julius Randle,30.0,MIN,PF,57.0,57.0,32.3,6.5,13.7,0.474,1.5,4.5,0.325,5.1,9.2,0.546,0.527,4.3,5.3,0.807,2.2,4.9,7.1,4.7,0.7,0.2,2.8,2.5,18.7,,randlju01,64.0,Julius Randle,30.0,MIN,PF,57.0,57.0,1843.0,17.4,0.584,0.326,0.385,7.5,16.6,12.1,22.6,1.0,0.6,15.0,25.3,2.9,2.1,5.0,0.129,1.3,-0.4,1.0,1.4,,randlju01,64.0,Julius Randle,30.0,MIN,PF,57.0,57.0,1843.0,9.9,20.9,0.474,2.2,6.8,0.325,7.7,14.1,0.546,0.527,6.5,8.0,0.807,3.3,7.5,10.8,7.1,1.0,0.3,4.3,3.8,28.5,116.0,113.0,,randlju01,64,Julius Randle,30,MIN,PF,57,57,1843,0,0,0,94,6,3.9,-0.9,64,53,63,32,139,2,676,26,55,,randlju01,46,Julius Randle,MIN,$33073920,$30935520,,,,,$33073920,randlju01,6,MIN,W,NW,40,31,0.563,4.0,115.77,111.64,4.13,4.52,115.92,111.27,4.65
137.0,Keegan Murray,24.0,SAC,PF,64.0,64.0,34.6,4.8,10.8,0.44,1.9,5.8,0.333,2.8,5.0,0.564,0.53,0.9,1.0,0.833,2.0,4.8,6.8,1.4,0.8,0.8,0.8,2.5,12.3,,murrake02,21.0,Keegan Murray,24.0,SAC,PF,64.0,64.0,2216.0,11.6,0.546,0.537,0.095,6.5,15.4,10.9,5.5,1.1,2.4,6.8,15.0,1.9,1.7,3.6,0.078,-1.1,-1.0,-2.1,-0.1,,murrake02,21.0,Keegan Murray,24.0,SAC,PF,64.0,64.0,2216.0,6.7,15.2,0.44,2.7,8.2,0.333,4.0,7.0,0.564,0.53,1.2,1.4,0.833,2.8,6.7,9.5,2.0,1.1,1.2,1.2,3.6,17.3,115.0,116.0,,murrake02,21,Keegan Murray,24,SAC,PF,64,64,2216,0,0,11,89,1,1.8,2.4,18,22,91,2,38,14,223,12,25,,murrake02,182,Keegan Murray,SAC,$8809560,$11144093,,,,,$19953653,murrake02,14,SAC,W,P,35,34,0.507,0.77,116.92,116.12,0.8,0.69,116.8,116.09,0.71
246.0,Keon Ellis,25.0,SAC,SG,65.0,14.0,23.0,2.8,5.8,0.484,1.7,4.0,0.43,1.1,1.8,0.6,0.631,0.9,1.1,0.855,0.7,1.7,2.5,1.4,1.4,0.8,0.8,2.0,8.2,,elliske01,136.0,Keon Ellis,25.0,SAC,SG,65.0,14.0,1498.0,13.8,0.656,0.683,0.183,3.6,8.4,6.0,7.7,3.0,3.3,11.5,13.2,2.2,1.7,3.9,0.125,0.1,1.8,1.9,1.5,,elliske01,136.0,Keon Ellis,25.0,SAC,SG,65.0,14.0,1498.0,5.9,12.3,0.484,3.6,8.4,0.43,2.3,3.9,0.6,0.631,1.9,2.2,0.855,1.6,3.7,5.2,2.9,3.0,1.7,1.7,4.2,17.4,125.0,113.0,,elliske01,136,Keon Ellis,25,SAC,SG,65,14,1498,18,70,12,0,0,4.4,6.2,31,12,66,4,29,9,213,8,13,,elliske01,361,Keon Ellis,SAC,$2120693,$2301587,,,,,$2120693,elliske01,14,SAC,W,P,35,34,0.507,0.77,116.92,116.12,0.8,0.69,116.8,116.09,0.71
499.0,Keshad Johnson,23.0,MIA,SF,10.0,0.0,5.7,0.7,1.2,0.583,0.1,0.4,0.25,0.6,0.8,0.75,0.625,0.1,0.6,0.167,0.2,1.5,1.7,0.3,0.1,0.4,0.3,0.5,1.6,,johnske10,494.0,Keshad Johnson,23.0,MIA,SF,10.0,0.0,57.0,11.2,0.546,0.333,0.5,3.9,28.7,16.4,7.6,0.9,6.8,17.0,13.8,0.0,0.1,0.1,0.05,-4.2,0.8,-3.4,0.0,,johnske10,494.0,Keshad Johnson,23.0,MIA,SF,10.0,0.0,57.0,6.1,10.5,0.583,0.9,3.5,0.25,5.3,7.0,0.75,0.625,0.9,5.3,0.167,1.8,13.1,14.9,2.6,0.9,3.5,2.6,4.4,14.0,96.0,108.0,,johnske10,494,Keshad Johnson,23,MIA,SF,10,0,57,0,0,32,64,4,1.8,3.5,1,2,4,0,2,0,6,0,1,,johnske10,462,Keshad Johnson,MIA,$724883,$1955377,,,,,$724883,johnske10,18,MIA,E,SE,29,40,0.42,-1.7,111.97,113.79,-1.82,-1.75,112.02,113.87,-1.85
363.0,Kevon Looney,28.0,GSW,C,63.0,6.0,15.4,2.0,4.0,0.514,0.0,0.0,0.0,2.0,3.9,0.52,0.514,0.7,1.3,0.553,2.6,3.8,6.4,1.6,0.7,0.5,0.6,2.2,4.8,,looneke01,238.0,Kevon Looney,28.0,GSW,C,63.0,6.0,971.0,17.3,0.529,0.012,0.341,17.8,26.9,22.2,14.8,2.0,3.0,11.4,14.0,1.8,1.8,3.6,0.179,-1.0,1.1,0.1,0.5,,looneke01,238.0,Kevon Looney,28.0,GSW,C,63.0,6.0,971.0,6.4,12.4,0.514,0.0,0.1,0.0,6.4,12.3,0.52,0.514,2.3,4.2,0.553,8.3,11.9,20.2,5.1,2.0,1.5,1.8,6.9,15.1,126.0,107.0,,looneke01,238,Kevon Looney,28,GSW,C,63,6,971,0,0,0,0,100,4.0,1.6,12,9,76,14,38,3,259,11,17,,looneke01,196,Kevon Looney,GSW,$8000000,,,,,,$8000000,looneke01,10,GSW,W,P,41,29,0.586,2.59,114.36,111.75,2.61,2.97,114.46,111.48,2.98
53.0,Kristaps Porziņģis,29.0,BOS,C,34.0,34.0,29.0,6.6,13.6,0.483,2.3,5.9,0.391,4.3,7.7,0.553,0.568,3.8,4.6,0.81,1.5,5.3,6.8,1.9,0.8,1.6,1.2,2.7,19.3,,porzikr01,235.0,Kristaps Porziņģis,29.0,BOS,C,34.0,34.0,987.0,22.1,0.614,0.435,0.341,5.7,19.9,12.8,10.4,1.4,5.1,7.3,25.5,2.5,1.7,4.2,0.202,3.2,1.2,4.4,1.6,,porzikr01,235.0,Kristaps Porziņģis,29.0,BOS,C,34.0,34.0,987.0,11.3,23.4,0.483,4.0,10.2,0.391,7.3,13.2,0.553,0.568,6.5,8.0,0.81,2.6,9.1,11.7,3.3,1.4,2.8,2.1,4.6,33.1,124.0,108.0,,porzikr01,235,Kristaps Porziņģis,29,BOS,C,34,34,987,0,0,0,11,89,3.4,-7.0,13,10,51,14,71,1,171,13,21,,porzikr01,55,Kristaps Porziņģis,BOS,$29268293,$30731707,,,,,$60000000,porzikr01,3,BOS,E,A,50,19,0.725,8.43,120.33,111.51,8.82,7.98,120.28,111.93,8.35
17.0,Kyrie Irving,32.0,DAL,SG,50.0,50.0,36.1,8.9,18.9,0.473,2.9,7.2,0.401,6.1,11.7,0.517,0.549,3.9,4.3,0.916,1.2,3.6,4.8,4.6,1.3,0.5,2.2,2.0,24.7,,irvinky01,75.0,Kyrie Irving,32.0,DAL,SG,50.0,50.0,1804.0,20.0,0.594,0.38,0.226,3.7,10.6,7.2,20.5,1.8,1.1,9.7,27.3,3.6,1.2,4.8,0.128,3.9,-0.5,3.4,2.5,,irvinky01,75.0,Kyrie Irving,32.0,DAL,SG,50.0,50.0,1804.0,12.0,25.4,0.473,3.9,9.6,0.401,8.1,15.7,0.517,0.549,5.3,5.7,0.916,1.6,4.8,6.4,6.2,1.8,0.6,3.0,2.7,33.1,118.0,117.0,,irvinky01,75,Kyrie Irving,32,DAL,SG,50,50,1804,29,66,5,0,0,2.2,5.7,65,32,48,9,92,5,541,25,40,,irvinky01,25,Kyrie Irving,DAL,$41000000,$43962963,,,,,$41000000,irvinky01,16,DAL,W,SW,33,37,0.471,-0.49,115.61,116.04,-0.43,0.12,115.67,115.51,0.16
396.0,Landry Shamet,27.0,NYK,SG,35.0,0.0,12.6,1.6,3.4,0.467,0.7,1.9,0.368,0.9,1.5,0.596,0.571,0.1,0.3,0.556,0.2,0.9,1.0,0.5,0.5,0.1,0.4,0.9,4.1,,shamela01,357.0,Landry Shamet,27.0,NYK,SG,35.0,0.0,442.0,8.7,0.573,0.567,0.075,1.6,7.6,4.6,5.0,2.0,0.4,10.1,13.5,0.1,0.3,0.5,0.05,-3.1,0.4,-2.8,-0.1,,shamela01,357.0,Landry Shamet,27.0,NYK,SG,35.0,0.0,442.0,6.3,13.4,0.467,2.8,7.6,0.368,3.5,5.8,0.596,0.571,0.6,1.0,0.556,0.7,3.4,4.0,1.9,2.0,0.2,1.6,3.6,15.9,109.0,116.0,,shamela01,357,Landry Shamet,27,NYK,SG,35,0,442,0,54,45,1,0,6.8,2.6,9,3,19,1,5,3,41,1,10,,shamela01,438,Landry Shamet,NYK,$1343690,,,,,,$1343690,shamela01,9,NYK,E,A,43,26,0.623,3.96,118.57,114.62,3.94,3.27,118.55,115.3,3.25
236.0,Larry Nance Jr.,32.0,ATL,PF,24.0,3.0,19.3,3.3,6.5,0.516,1.4,3.2,0.447,1.9,3.3,0.582,0.626,0.4,0.5,0.692,1.0,3.3,4.3,1.6,0.8,0.5,0.7,1.5,8.5,,nancela02,354.0,Larry Nance Jr.,32.0,ATL,PF,24.0,3.0,463.0,16.0,0.632,0.49,0.084,5.3,19.4,12.1,11.4,2.0,2.6,9.1,15.6,0.8,0.5,1.3,0.13,1.0,0.6,1.6,0.4,,nancela02,354.0,Larry Nance Jr.,32.0,ATL,PF,24.0,3.0,463.0,8.1,15.6,0.516,3.4,7.7,0.447,4.6,8.0,0.582,0.626,0.9,1.3,0.692,2.3,8.1,10.4,3.8,2.0,1.3,1.6,3.7,20.4,124.0,114.0,,nancela02,354,Larry Nance Jr.,32,ATL,PF,24,3,463,0,0,0,32,68,-8.9,-7.9,12,0,14,2,5,7,95,1,6,,nancela02,149,Larry Nance Jr.,ATL,$11205000,,,,,,$11205000,nancela02,20,ATL,E,SE,33,36,0.478,-2.07,113.42,115.31,-1.89,-2.19,113.37,115.36,-2.0
418.0,Luka Garza,26.0,MIN,C,33.0,0.0,6.1,1.4,3.0,0.459,0.3,1.1,0.257,1.1,1.9,0.571,0.505,0.6,0.9,0.677,0.9,0.6,1.5,0.3,0.2,0.1,0.3,0.8,3.6,,garzalu01,433.0,Luka Garza,26.0,MIN,C,33.0,0.0,202.0,17.2,0.537,0.357,0.316,17.1,10.8,13.9,8.0,1.5,1.4,9.0,26.3,0.3,0.2,0.5,0.116,-1.6,-2.4,-3.9,-0.1,,garzalu01,433.0,Luka Garza,26.0,MIN,C,33.0,0.0,202.0,11.0,23.9,0.459,2.2,8.5,0.257,8.8,15.4,0.571,0.505,5.1,7.6,0.677,7.6,4.9,12.4,2.4,1.5,0.7,2.7,6.8,29.2,114.0,113.0,,garzalu01,433,Luka Garza,26,MIN,C,33,0,202,0,0,0,28,73,0.3,-4.3,2,2,18,4,15,4,25,3,8,,garzalu01,355,Luka Garza,MIN,$2162606,$2349578,,,,,$2162606,garzalu01,6,MIN,W,NW,40,31,0.563,4.0,115.77,111.64,4.13,4.52,115.92,111.27,4.65
196.0,Luke Kennard,28.0,MEM,SG,54.0,10.0,22.6,3.4,7.0,0.482,1.9,4.3,0.446,1.5,2.8,0.537,0.617,0.9,1.0,0.885,0.6,2.2,2.8,3.4,0.7,0.1,1.1,0.9,9.5,,kennalu01,188.0,Luke Kennard,28.0,MEM,SG,54.0,10.0,1220.0,14.5,0.639,0.608,0.137,2.9,10.1,6.5,19.3,1.5,0.4,13.3,15.2,2.5,1.0,3.5,0.139,1.7,0.0,1.7,1.1,,kennalu01,188.0,Luke Kennard,28.0,MEM,SG,54.0,10.0,1220.0,6.9,14.4,0.482,3.9,8.8,0.446,3.0,5.7,0.537,0.617,1.7,2.0,0.885,1.3,4.5,5.7,7.1,1.5,0.2,2.4,1.8,19.5,128.0,116.0,,kennalu01,188,Luke Kennard,28,MEM,SG,54,10,1220,39,50,11,1,0,5.1,-1.1,40,16,22,3,14,0,443,4,10,,kennalu01,173,Luke Kennard,MEM,$9250000,,,,,,$9250000,kennalu01,4,MEM,W,SW,43,27,0.614,5.56,118.04,112.7,5.34,5.25,117.79,112.76,5.03
352.0,Luke Kornet,29.0,BOS,C,61.0,12.0,18.0,2.2,3.2,0.667,0.0,0.0,0.0,2.2,3.2,0.673,0.667,0.9,1.3,0.7,2.4,2.6,5.0,1.6,0.5,1.0,0.4,1.6,5.2,,kornelu01,212.0,Luke Kornet,29.0,BOS,C,61.0,12.0,1095.0,18.6,0.686,0.01,0.404,14.3,15.9,15.1,11.9,1.4,4.9,10.4,10.4,3.6,1.7,5.3,0.234,1.1,1.9,3.0,1.4,,kornelu01,212.0,Luke Kornet,29.0,BOS,C,61.0,12.0,1095.0,6.0,9.0,0.667,0.0,0.1,0.0,6.0,8.9,0.673,0.667,2.6,3.6,0.7,6.6,7.3,13.8,4.4,1.4,2.7,1.2,4.4,14.6,152.0,110.0,,kornelu01,212,Luke Kornet,29,BOS,C,61,12,1095,0,0,0,0,100,11.6,4.8,11,6,67,8,41,5,255,8,17,,kornelu01,401,Luke Kornet,BOS,$2087519,,,,,,$2087519,kornelu01,3,BOS,E,A,50,19,0.725,8.43,120.33,111.51,8.82,7.98,120.28,111.93,8.35
541.0,Malevy Leons,25.0,OKC,SF,6.0,0.0,3.5,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.3,0.7,0.5,0.2,0.3,0.5,0.2,0.0,0.0,0.2,0.7,0.3,,leonsma01,523.0,Malevy Leons,25.0,OKC,SF,6.0,0.0,21.0,-2.3,0.266,0.5,2.0,5.2,10.0,7.6,5.2,0.0,0.0,21.0,9.6,0.0,0.0,0.0,-0.052,-10.4,-2.0,-12.4,-0.1,,leonsma01,523.0,Malevy Leons,25.0,OKC,SF,6.0,0.0,21.0,0.0,4.6,0.0,0.0,2.3,0.0,0.0,2.3,0.0,0.0,4.6,9.2,0.5,2.3,4.6,6.9,2.3,0.0,0.0,2.3,9.2,4.6,70.0,115.0,,leonsma01,523,Malevy Leons,25,OKC,SF,6,0,21,0,0,0,100,0,-42.3,-55.4,0,1,3,0,2,0,2,0,1,,leonsma01,482,Malevy Leons,OKC,$126356,,,,,,$126356,leonsma01,1,OKC,W,NW,57,12,0.826,12.74,119.87,107.2,12.67,12.71,119.77,107.13,12.64
84.0,Malik Beasley,28.0,DET,SG,69.0,14.0,27.4,5.7,12.9,0.439,3.9,9.3,0.418,1.8,3.6,0.494,0.589,1.0,1.6,0.649,0.6,2.2,2.7,1.7,1.0,0.1,1.1,1.5,16.2,,beaslma01,60.0,Malik Beasley,28.0,DET,SG,69.0,14.0,1891.0,14.8,0.597,0.718,0.125,2.3,8.6,5.5,9.2,1.7,0.2,7.6,22.6,2.4,1.8,4.2,0.107,2.1,-0.9,1.1,1.5,,beaslma01,60.0,Malik Beasley,28.0,DET,SG,69.0,14.0,1891.0,9.9,22.6,0.439,6.8,16.2,0.418,3.1,6.4,0.494,0.589,1.8,2.8,0.649,1.0,3.8,4.8,3.0,1.7,0.1,2.0,2.7,28.4,116.0,115.0,,beaslma01,60,Malik Beasley,28,DET,SG,69,14,1891,17,74,9,0,0,3.1,1.4,40,25,51,6,43,7,284,12,25,,beaslma01,226,Malik Beasley,DET,$6000000,,,,,,$6000000,beaslma01,12,DET,E,C,39,31,0.557,2.31,114.35,112.05,2.3,1.66,114.12,112.46,1.66
463.0,Markelle Fultz,26.0,SAC,PG,11.0,0.0,7.4,1.1,2.8,0.387,0.1,0.4,0.25,1.0,2.5,0.407,0.403,0.1,0.1,1.0,0.2,0.5,0.6,0.8,0.5,0.1,0.9,0.5,2.4,,fultzma01,476.0,Markelle Fultz,26.0,SAC,PG,11.0,0.0,81.0,4.5,0.413,0.129,0.032,2.7,6.9,4.8,15.0,3.0,1.2,24.1,21.9,-0.3,0.1,-0.2,-0.131,-8.7,-1.4,-10.1,-0.2,,fultzma01,476.0,Markelle Fultz,26.0,SAC,PG,11.0,0.0,81.0,7.2,18.6,0.387,0.6,2.4,0.25,6.6,16.2,0.407,0.403,0.6,0.6,1.0,1.2,3.0,4.2,5.4,3.0,0.6,6.0,3.0,15.6,76.0,115.0,,fultzma01,476,Markelle Fultz,26,SAC,PG,11,0,81,79,21,0,0,0,6.3,5.4,8,1,2,1,1,0,24,1,2,,fultzma01,461,Markelle Fultz,SAC,$731831,,,,,,$731831,fultzma01,14,SAC,W,P,35,34,0.507,0.77,116.92,116.12,0.8,0.69,116.8,116.09,0.71
504.0,Matt Ryan,27.0,NYK,SF,19.0,0.0,3.6,0.5,1.6,0.323,0.3,1.0,0.316,0.2,0.6,0.333,0.419,0.1,0.1,1.0,0.0,0.4,0.4,0.2,0.1,0.0,0.2,0.1,1.5,,ryanma01,483.0,Matt Ryan,27.0,NYK,SF,19.0,0.0,68.0,6.2,0.439,0.613,0.065,0.0,13.2,6.7,5.9,1.5,0.0,8.6,22.2,-0.1,0.1,-0.1,-0.057,-5.1,-2.5,-7.5,-0.1,,ryanma01,483.0,Matt Ryan,27.0,NYK,SF,19.0,0.0,68.0,7.3,22.5,0.323,4.4,13.8,0.316,2.9,8.7,0.333,0.419,1.5,1.5,1.0,0.0,5.8,5.8,2.2,1.5,0.0,2.2,0.7,20.4,88.0,117.0,,ryanma01,483,Matt Ryan,27,NYK,SF,19,0,68,0,15,57,28,0,-26.9,-32.2,2,1,1,0,0,1,7,0,2,,ryanma01,465,Matt Ryan,NYK,$621439,,,,,,$621439,ryanma01,9,NYK,E,A,43,26,0.623,3.96,118.57,114.62,3.94,3.27,118.55,115.3,3.25
364.0,Mitchell Robinson,26.0,NYK,C,8.0,1.0,16.1,2.1,3.3,0.654,0.0,0.0,,2.1,3.3,0.654,0.654,0.5,0.6,0.8,2.8,2.1,4.9,0.5,1.1,0.8,0.6,1.6,4.8,,robinmi01,452.0,Mitchell Robinson,26.0,NYK,C,8.0,1.0,129.0,18.8,0.674,0.0,0.192,19.8,14.8,17.3,4.0,3.4,4.3,15.1,11.2,0.3,0.2,0.5,0.199,0.6,1.5,2.1,0.1,,robinmi01,452.0,Mitchell Robinson,26.0,NYK,C,8.0,1.0,129.0,6.5,10.0,0.654,0.0,0.0,,6.5,10.0,0.654,0.654,1.5,1.9,0.8,8.4,6.5,14.9,1.5,3.4,2.3,1.9,5.0,14.6,139.0,109.0,,robinmi01,452,Mitchell Robinson,26,NYK,C,8,1,129,0,0,0,15,86,15.7,11.6,3,1,8,1,2,0,11,1,0,,robinmi01,114,Mitchell Robinson,NYK,$14318182,$12954546,,,,,$27272728,robinmi01,9,NYK,E,A,43,26,0.623,3.96,118.57,114.62,3.94,3.27,118.55,115.3,3.25
123.0,Moritz Wagner,27.0,ORL,C,30.0,1.0,18.8,4.7,8.3,0.562,0.9,2.5,0.36,3.8,5.8,0.649,0.616,2.6,3.7,0.718,1.3,3.6,4.9,1.4,0.8,0.4,1.6,1.8,12.9,,wagnemo01,329.0,Moritz Wagner,27.0,ORL,C,30.0,1.0,564.0,22.3,0.649,0.301,0.442,7.7,23.4,15.1,13.9,2.1,2.0,14.1,26.8,1.0,1.0,2.0,0.171,2.6,1.3,3.9,0.8,,wagnemo01,329.0,Moritz Wagner,27.0,ORL,C,30.0,1.0,564.0,12.4,22.0,0.562,2.4,6.6,0.36,10.0,15.4,0.649,0.616,7.0,9.7,0.718,3.5,9.6,13.1,3.7,2.1,1.1,4.3,4.9,34.1,117.0,108.0,,wagnemo01,329,Moritz Wagner,27,ORL,C,30,1,564,0,0,0,4,96,-3.0,-1.3,12,17,22,11,50,9,100,14,14,,wagnemo01,154,Moritz Wagner,ORL,$11000000,$11000000,,,,,$11000000,wagnemo01,19,ORL,E,SE,32,38,0.457,-1.54,108.4,109.97,-1.57,-1.86,108.13,110.04,-1.9
