Player,Team,Player Fit Score,Trade Value Score,Net Rating Impact,Salary Cap Impact Score,On-Off Impact,Team,eFG%,TS%,USG%,AST%,TOV%,STL%,BLK%,ORtg,DRtg,NRtg,Value_per_Dollar,Cap_Impact_Score,2024-25_Payroll,2025-26_Payroll,KMeans_Cluster,Hierarchical_Cluster,GMM_Cluster
Spencer Dinwiddie,DAL,-7.866830296736841e-09,-0.34,-6.700004707738603,-0.0780422912977279,-6.897063669731081,DAL,0.4950258106666667,0.6580445036666667,0.5051901116666666,0.257877325,0.1542780063333333,0.1932225166666666,-0.3739341746666667,115.66,116.01,-0.34,-2.360049089021052e-08,-0.2341268738931837,525715590,570216600,2,5,4
Steven Adams,HOU,1.0269189293016497e-07,4.4,-6.874909100811234,-0.1076590711749412,-6.8592843074003,HOU,-0.480399667,-0.6747285685,-0.6854528499999999,-0.1858344485,0.573914184,0.0604561245,-0.060980035,114.51,110.12,4.4,2.0538378586032998e-07,-0.2153181423498824,335610860,376101610,4,4,4
Talen Horton-Tucker,CHI,-1.1871739594981116e-07,-2.54,-3.6974083887846696,0.2304328125079025,-3.697408388784658,CHI,-0.1300427606666666,0.0299844659999999,0.4203605876666667,1.2899894946666668,-0.24684481,-0.7551088526666666,-0.5212067113333333,113.62,116.16,-2.54,-3.561521878494335e-07,0.6912984375237076,497758062,404539002,2,2,1
Taurean Prince,MIL,4.8987781258529306e-08,2.39,-2.618676475789012,0.108144598340233,-2.6296332811270475,MIL,0.0491170208333333,0.0571839164999999,-0.1916238353333333,-0.1978918338333333,-0.2653581708333333,-0.1671434039999999,-0.4567749766666666,114.96999999999998,112.57,2.39,2.9392668755117586e-07,0.648867590041398,1095601206,988680726,4,4,2
Tim Hardaway Jr.,DET,8.594230653539204e-08,2.18,-4.757426763817773,0.1124981752321864,-4.757426763817787,DET,0.03319170675,0.245107392375,0.105279498625,-0.13519343125,-0.09488097375,0.145805948125,-0.095497035375,114.34,112.16,2.18,6.875384522831364e-07,0.8999854018574912,1134465760,1019746176,4,4,2
Tobias Harris,DET,8.594230653539204e-08,2.18,-575.6486874153691,0.1124981752321864,-575.6486874153709,DET,0.03319170675,0.245107392375,0.105279498625,-0.13519343125,-0.09488097375,0.145805948125,-0.095497035375,114.34,112.16,2.18,6.875384522831364e-07,0.8999854018574912,1134465760,1019746176,4,4,2
Torrey Craig,BOS,1.833117234147194e-07,9.02,-34.923933427332145,-0.1426859100071145,-34.92393342733219,BOS,-0.3609598125,-0.125794205,-0.25373116525,-0.67054133225,-0.42580729775,-0.3093931092499999,0.891689186,120.43,111.41,9.02,7.332468936588776e-07,-0.570743640028458,773345792,902056552,4,4,2
Trendon Watford,BRK,-1.5395416399652416e-07,-6.16,-5.484165519928547,1.848441653178013,-5.475262653824772,BRK,-0.5902843327999999,-0.2697040244,1.1268693376,1.0671690168,0.1518095582,0.094596054,-0.0941163552,109.22,115.37,-6.16,-7.697708199826208e-07,9.242208265890064,845273380,296749410,1,3,1
Trey Lyles,SAC,1.5719054682998314e-08,0.7,-1.3184115985746094,-0.0009915644528828,-1.318411598574615,SAC,-0.8673847948000001,-0.8601793674,-0.254640053,-0.5562373208,0.314727133,-0.0647236162,-0.4917522040000001,116.95,116.25,0.7,7.859527341499157e-08,-0.004957822264414,841318980,842154030,4,4,2
Tristan Thompson,CLE,2.74739712032483e-07,10.09,-11.280082120428808,-0.1851725223475906,-11.280082120428796,CLE,0.0212477215,-0.3594622107499999,-0.38551989025,-0.0773179825,-0.314727133,0.06045612475,-0.30950244,122.38,112.29,10.09,1.098958848129932e-06,-0.7406900893903624,676320652,830016992,4,4,2
Ty Jerome,CLE,2.74739712032483e-07,10.09,9.773864253217182,-0.1851725223475906,9.773864253217171,CLE,0.0212477215,-0.3594622107499999,-0.38551989025,-0.0773179825,-0.314727133,0.06045612475,-0.30950244,122.38,112.29,10.09,1.098958848129932e-06,-0.7406900893903624,676320652,830016992,4,4,2
Vlatko Čančar,DEN,7.235110638261624e-08,3.72,-3.3434292433520514,-0.0847526992765661,-3.34342924335205,DEN,-0.2176319872499999,-0.1925564924999999,-0.6127418295,-0.64160360775,0.97195144,-0.3378430504999999,-0.08859363525,119.89,116.17,3.72,2.8940442553046497e-07,-0.3390107971062644,730297260,797923424,4,4,2
Walker Kessler,UTA,-1.7877296307887828e-07,-7.54,10.316087690565332,0.0214512147058481,10.329769504478543,UTA,0.30491737575,0.582627846,0.986900623,0.5629291694999999,0.3239838135,-0.48009275575,0.4636783765,111.76,119.31,-7.54,-7.150918523155131e-07,0.0858048588233924,614238452,601339000,2,2,1
Wendell Moore Jr.,DET,8.594230653539204e-08,2.18,-3.138760296343203,0.1124981752321864,-3.138760296343212,DET,0.03319170675,0.245107392375,0.105279498625,-0.13519343125,-0.09488097375,0.145805948125,-0.095497035375,114.34,112.16,2.18,6.875384522831364e-07,0.8999854018574912,1134465760,1019746176,4,4,2
Xavier Tillman Sr.,BOS,1.833117234147194e-07,9.02,-9.883038414902463,-0.1426859100071145,-9.883038414902474,BOS,-0.3609598125,-0.125794205,-0.25373116525,-0.67054133225,-0.42580729775,-0.3093931092499999,0.891689186,120.43,111.41,9.02,7.332468936588776e-07,-0.570743640028458,773345792,902056552,4,4,2
Ziaire Williams,BRK,-1.5395416399652416e-07,-6.16,-58.510916736030445,1.848441653178013,-58.415931481588885,BRK,-0.5902843327999999,-0.2697040244,1.1268693376,1.0671690168,0.1518095582,0.094596054,-0.0941163552,109.22,115.37,-6.16,-7.697708199826208e-07,9.242208265890064,845273380,296749410,1,3,1
